tournament_id,match_id,stage_name,group_stage,knockout_stage,match_date,match_time,match_datetime,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,temp0,temp1,temp2,atemp0,atemp1,atemp2,humid0,humid1,humid2,wind0,wind1,wind2
WC-2006,M-2006-11,group stage,1,0,2006-06-12,21:00,2006-06-12 21:00:00,Hanover,Germany,T-41,Italy,ITA,T-32,Ghana,GHA,2,0,2,-2,0,0,21.078499,19.728498,18.578499,21.150492,19.764774,18.540798,63.270115,67.65969,71.9798,7.9932966,7.6367526,7.7879906
WC-2006,M-2006-13,group stage,1,0,2006-06-13,18:00,2006-06-13 18:00:00,Stuttgart,Germany,T-30,France,FRA,T-75,Switzerland,CHE,0,0,0,0,0,0,26.6155,24.9655,23.265501,27.256344,27.448172,24.057812,46.350887,66.16928,60.568996,4.8965297,3.6,6.5693827
WC-2006,M-2006-14,group stage,1,0,2006-06-13,21:00,2006-06-13 21:00:00,Berlin,Germany,T-09,Brazil,BRA,T-18,Croatia,HRV,1,0,1,-1,0,0,21.987,20.587,19.437,21.238651,19.601496,18.44997,53.05885,55.202297,58.494926,9.346143,9.47012,9.0645685
WC-2006,M-2006-12,group stage,1,0,2006-06-13,15:00,2006-06-13 15:00:00,Frankfurt,Germany,T-71,South Korea,KOR,T-77,Togo,TGO,2,1,1,-1,0,0,28.679998,28.58,28.23,28.585468,27.709826,27.154417,30.773497,30.849056,32.55429,6.9153743,7.42159,7.8954163
WC-2006,M-2006-16,group stage,1,0,2006-06-14,18:00,2006-06-14 18:00:00,Munich,Germany,T-79,Tunisia,TUN,T-63,Saudi Arabia,SAU,2,2,0,0,0,0,24.445,22.295,21.494999,25.105322,24.34741,23.410313,49.18242,69.49177,73.90236,2.1897945,1.2979984,2.8116899
WC-2006,M-2006-17,group stage,1,0,2006-06-14,21:00,2006-06-14 21:00:00,Dortmund,Germany,T-31,Germany,DEU,T-57,Poland,POL,1,0,1,-1,0,0,20.6215,19.521502,18.421501,20.628311,19.259504,18.253777,72.5819,74.757286,77.77856,12.783802,13.044722,11.246759
WC-2006,M-2006-15,group stage,1,0,2006-06-14,15:00,2006-06-14 15:00:00,Leipzig,Germany,T-73,Spain,ESP,T-81,Ukraine,UKR,4,0,4,-4,0,0,28.756,28.756,28.606,30.445122,29.50655,28.57579,35.52096,35.05584,34.89849,1.5273507,2.3051248,3.563818
WC-2006,M-2006-20,group stage,1,0,2006-06-15,21:00,2006-06-15 21:00:00,Berlin,Germany,T-74,Sweden,SWE,T-55,Paraguay,PRY,1,0,1,-1,0,0,22.337,21.137,20.237,24.548,23.219862,22.258718,78.11232,83.00654,86.3695,5.8603754,6.12,5.771239
WC-2006,M-2006-19,group stage,1,0,2006-06-15,18:00,2006-06-15 18:00:00,Nuremberg,Germany,T-28,England,ENG,T-78,Trinidad and Tobago,TTO,2,0,2,-2,0,0,26.454,25.354,24.304,28.261276,28.256996,25.752213,56.6587,70.29182,60.038063,5.00128,5.0528407,4.3349743
WC-2006,M-2006-18,group stage,1,0,2006-06-15,15:00,2006-06-15 15:00:00,Hamburg,Germany,T-25,Ecuador,ECU,T-17,Costa Rica,CRI,3,0,3,-3,0,0,22.956501,23.456501,23.6565,23.888895,24.492517,25.296228,66.805916,65.85565,65.480865,9.007196,9.007196,5.1544156
