key_id,goal_id,tournament_id,match_id,match_name,match_date,stage_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,player_team_id,player_team_name,player_team_code,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty,minute_total
2193,G-2193,WC-2002,M-2002-44,Mexico vs Italy,2002-06-13,group stage,T-46,Mexico,MEX,1,0,P-81643,Borgetti,Jared,9,T-46,Mexico,MEX,34',34,0,first half,False,False,34
2194,G-2194,WC-2002,M-2002-44,Mexico vs Italy,2002-06-13,group stage,T-41,Italy,ITA,0,1,P-83836,Del Piero,Alessandro,7,T-41,Italy,ITA,85',85,0,second half,False,False,85
2195,G-2195,WC-2002,M-2002-45,Belgium vs Russia,2002-06-14,group stage,T-06,Belgium,BEL,1,0,P-03447,Walem,Johan,10,T-06,Belgium,BEL,7',7,0,first half,False,False,7
2196,G-2196,WC-2002,M-2002-45,Belgium vs Russia,2002-06-14,group stage,T-62,Russia,RUS,0,1,P-76498,Beschastnykh,Vladimir,11,T-62,Russia,RUS,52',52,0,second half,False,False,52
2197,G-2197,WC-2002,M-2002-45,Belgium vs Russia,2002-06-14,group stage,T-06,Belgium,BEL,1,0,P-64922,Sonck,Wesley,9,T-06,Belgium,BEL,78',78,0,second half,False,False,78
2198,G-2198,WC-2002,M-2002-45,Belgium vs Russia,2002-06-14,group stage,T-06,Belgium,BEL,1,0,P-69659,Wilmots,Marc,7,T-06,Belgium,BEL,82',82,0,second half,False,False,82
2199,G-2199,WC-2002,M-2002-45,Belgium vs Russia,2002-06-14,group stage,T-62,Russia,RUS,0,1,P-04731,Sychev,Dmitri,22,T-62,Russia,RUS,88',88,0,second half,False,False,88
2200,G-2200,WC-2002,M-2002-46,Tunisia vs Japan,2002-06-14,group stage,T-44,Japan,JPN,0,1,P-17348,Morishima,Hiroaki,8,T-44,Japan,JPN,48',48,0,second half,False,False,48
2201,G-2201,WC-2002,M-2002-46,Tunisia vs Japan,2002-06-14,group stage,T-44,Japan,JPN,0,1,P-09349,Nakata,Hidetoshi,7,T-44,Japan,JPN,75',75,0,second half,False,False,75
2202,G-2202,WC-2002,M-2002-47,Poland vs United States,2002-06-14,group stage,T-57,Poland,POL,1,0,P-75230,Olisadebe,Emmanuel,11,T-57,Poland,POL,3',3,0,first half,False,False,3
2203,G-2203,WC-2002,M-2002-47,Poland vs United States,2002-06-14,group stage,T-57,Poland,POL,1,0,P-69995,Kryszałowicz,Paweł,9,T-57,Poland,POL,5',5,0,first half,False,False,5
2204,G-2204,WC-2002,M-2002-47,Poland vs United States,2002-06-14,group stage,T-57,Poland,POL,1,0,P-03927,Żewłakow,Marcin,14,T-57,Poland,POL,66',66,0,second half,False,False,66
2205,G-2205,WC-2002,M-2002-47,Poland vs United States,2002-06-14,group stage,T-83,United States,USA,0,1,P-05728,Donovan,Landon,21,T-83,United States,USA,83',83,0,second half,False,False,83
2206,G-2206,WC-2002,M-2002-48,Portugal vs South Korea,2002-06-14,group stage,T-71,Korea Republic,KOR,0,1,P-25724,Park,Ji-sung,21,T-71,Korea Republic,KOR,70',70,0,second half,False,False,70
2207,G-2207,WC-2002,M-2002-49,Germany vs Paraguay,2002-06-15,round of 16,T-31,Germany,DEU,1,0,P-55504,Neuville,Oliver,7,T-31,Germany,DEU,88',88,0,second half,False,False,88
2208,G-2208,WC-2002,M-2002-50,Denmark vs England,2002-06-15,round of 16,T-28,England,ENG,0,1,P-01249,Ferdinand,Rio,5,T-28,England,ENG,5',5,0,first half,False,False,5
2209,G-2209,WC-2002,M-2002-50,Denmark vs England,2002-06-15,round of 16,T-28,England,ENG,0,1,P-51130,Owen,Michael,10,T-28,England,ENG,22',22,0,first half,False,False,22
2210,G-2210,WC-2002,M-2002-50,Denmark vs England,2002-06-15,round of 16,T-28,England,ENG,0,1,P-08307,Heskey,Emile,11,T-28,England,ENG,44',44,0,first half,False,False,44
2211,G-2211,WC-2002,M-2002-51,Sweden vs Senegal,2002-06-16,round of 16,T-74,Sweden,SWE,1,0,P-42895,Larsson,Henrik,11,T-74,Sweden,SWE,11',11,0,first half,False,False,11
2212,G-2212,WC-2002,M-2002-51,Sweden vs Senegal,2002-06-16,round of 16,T-65,Senegal,SEN,0,1,P-01462,Camara,Henri,7,T-65,Senegal,SEN,37',37,0,first half,False,False,37
2213,G-2213,WC-2002,M-2002-51,Sweden vs Senegal,2002-06-16,round of 16,T-65,Senegal,SEN,0,1,P-01462,Camara,Henri,7,T-65,Senegal,SEN,104',104,0,"extra time, first half",False,False,104
2214,G-2214,WC-2002,M-2002-52,Spain vs Republic of Ireland,2002-06-16,round of 16,T-73,Spain,ESP,1,0,P-08514,Morientes,Fernando,9,T-73,Spain,ESP,8',8,0,first half,False,False,8
2215,G-2215,WC-2002,M-2002-52,Spain vs Republic of Ireland,2002-06-16,round of 16,T-60,Republic Of Ireland,IRL,0,1,P-84878,Keane,Robbie,10,T-60,Republic Of Ireland,IRL,90',90,0,second half,False,True,90
2216,G-2216,WC-2002,M-2002-53,Mexico vs United States,2002-06-17,round of 16,T-83,United States,USA,0,1,P-60597,McBride,Brian,20,T-83,United States,USA,8',8,0,first half,False,False,8
2217,G-2217,WC-2002,M-2002-53,Mexico vs United States,2002-06-17,round of 16,T-83,United States,USA,0,1,P-05728,Donovan,Landon,21,T-83,United States,USA,65',65,0,second half,False,False,65
2218,G-2218,WC-2002,M-2002-54,Brazil vs Belgium,2002-06-17,round of 16,T-09,Brazil,BRA,1,0,P-74261,Rivaldo,not applicable,10,T-09,Brazil,BRA,67',67,0,second half,False,False,67
2219,G-2219,WC-2002,M-2002-54,Brazil vs Belgium,2002-06-17,round of 16,T-09,Brazil,BRA,1,0,P-62722,Ronaldo,not applicable,9,T-09,Brazil,BRA,87',87,0,second half,False,False,87
2220,G-2220,WC-2002,M-2002-55,Japan vs Turkey,2002-06-18,round of 16,T-80,Turkey,TUR,0,1,P-31566,Davala,Ümit,22,T-80,Turkey,TUR,12',12,0,first half,False,False,12
2221,G-2221,WC-2002,M-2002-56,South Korea vs Italy,2002-06-18,round of 16,T-41,Italy,ITA,0,1,P-34670,Vieri,Christian,21,T-41,Italy,ITA,18',18,0,first half,False,False,18
2222,G-2222,WC-2002,M-2002-56,South Korea vs Italy,2002-06-18,round of 16,T-71,Korea Republic,KOR,1,0,P-56626,Seol,Ki-hyeon,9,T-71,Korea Republic,KOR,88',88,0,second half,False,False,88
2223,G-2223,WC-2002,M-2002-56,South Korea vs Italy,2002-06-18,round of 16,T-71,Korea Republic,KOR,1,0,P-26616,Ahn,Jung-hwan,19,T-71,Korea Republic,KOR,117',117,0,"extra time, second half",False,False,117
2224,G-2224,WC-2002,M-2002-57,England vs Brazil,2002-06-21,quarter-finals,T-28,England,ENG,1,0,P-51130,Owen,Michael,10,T-28,England,ENG,23',23,0,first half,False,False,23
2225,G-2225,WC-2002,M-2002-57,England vs Brazil,2002-06-21,quarter-finals,T-09,Brazil,BRA,0,1,P-74261,Rivaldo,not applicable,10,T-09,Brazil,BRA,45'+2',45,2,"first half, stoppage time",False,False,47
2226,G-2226,WC-2002,M-2002-57,England vs Brazil,2002-06-21,quarter-finals,T-09,Brazil,BRA,0,1,P-57361,Ronaldinho,not applicable,11,T-09,Brazil,BRA,50',50,0,second half,False,False,50
2227,G-2227,WC-2002,M-2002-58,Germany vs United States,2002-06-21,quarter-finals,T-31,Germany,DEU,1,0,P-84003,Ballack,Michael,13,T-31,Germany,DEU,39',39,0,first half,False,False,39
2228,G-2228,WC-2002,M-2002-60,Senegal vs Turkey,2002-06-22,quarter-finals,T-80,Turkey,TUR,0,1,P-41133,Mansız,İlhan,17,T-80,Turkey,TUR,94',94,0,"extra time, first half",False,False,94
2229,G-2229,WC-2002,M-2002-61,Germany vs South Korea,2002-06-25,semi-finals,T-31,Germany,DEU,1,0,P-84003,Ballack,Michael,13,T-31,Germany,DEU,75',75,0,second half,False,False,75
2230,G-2230,WC-2002,M-2002-62,Brazil vs Turkey,2002-06-26,semi-finals,T-09,Brazil,BRA,1,0,P-62722,Ronaldo,not applicable,9,T-09,Brazil,BRA,49',49,0,second half,False,False,49
2231,G-2231,WC-2002,M-2002-63,South Korea vs Turkey,2002-06-29,third-place match,T-80,Turkey,TUR,0,1,P-58212,Şükür,Hakan,9,T-80,Turkey,TUR,1',1,0,first half,False,False,1
2232,G-2232,WC-2002,M-2002-63,South Korea vs Turkey,2002-06-29,third-place match,T-71,Korea Republic,KOR,1,0,P-60562,Lee,Eul-yong,13,T-71,Korea Republic,KOR,9',9,0,first half,False,False,9
2233,G-2233,WC-2002,M-2002-63,South Korea vs Turkey,2002-06-29,third-place match,T-80,Turkey,TUR,0,1,P-41133,Mansız,İlhan,17,T-80,Turkey,TUR,13',13,0,first half,False,False,13
2234,G-2234,WC-2002,M-2002-63,South Korea vs Turkey,2002-06-29,third-place match,T-80,Turkey,TUR,0,1,P-41133,Mansız,İlhan,17,T-80,Turkey,TUR,32',32,0,first half,False,False,32
2235,G-2235,WC-2002,M-2002-63,South Korea vs Turkey,2002-06-29,third-place match,T-71,Korea Republic,KOR,1,0,P-83544,Song,Chong-gug,22,T-71,Korea Republic,KOR,90'+3',90,3,"second half, stoppage time",False,False,93
2236,G-2236,WC-2002,M-2002-64,Germany vs Brazil,2002-06-30,final,T-09,Brazil,BRA,0,1,P-62722,Ronaldo,not applicable,9,T-09,Brazil,BRA,67',67,0,second half,False,False,67
2237,G-2237,WC-2002,M-2002-64,Germany vs Brazil,2002-06-30,final,T-09,Brazil,BRA,0,1,P-62722,Ronaldo,not applicable,9,T-09,Brazil,BRA,79',79,0,second half,False,False,79
2345,G-2345,WC-2006,M-2006-01,Germany vs Costa Rica,2006-06-09,group stage,T-31,Germany,DEU,1,0,P-18599,Lahm,Philipp,16,T-31,Germany,DEU,6',6,0,first half,False,False,6
2346,G-2346,WC-2006,M-2006-01,Germany vs Costa Rica,2006-06-09,group stage,T-17,Costa Rica,CRI,0,1,P-22046,Wanchope,Paulo,9,T-17,Costa Rica,CRI,12',12,0,first half,False,False,12
2347,G-2347,WC-2006,M-2006-01,Germany vs Costa Rica,2006-06-09,group stage,T-31,Germany,DEU,1,0,P-27787,Klose,Miroslav,11,T-31,Germany,DEU,17',17,0,first half,False,False,17
2348,G-2348,WC-2006,M-2006-01,Germany vs Costa Rica,2006-06-09,group stage,T-31,Germany,DEU,1,0,P-27787,Klose,Miroslav,11,T-31,Germany,DEU,61',61,0,second half,False,False,61
2349,G-2349,WC-2006,M-2006-01,Germany vs Costa Rica,2006-06-09,group stage,T-17,Costa Rica,CRI,0,1,P-22046,Wanchope,Paulo,9,T-17,Costa Rica,CRI,73',73,0,second half,False,False,73
2350,G-2350,WC-2006,M-2006-01,Germany vs Costa Rica,2006-06-09,group stage,T-31,Germany,DEU,1,0,P-35264,Frings,Torsten,8,T-31,Germany,DEU,87',87,0,second half,False,False,87
2351,G-2351,WC-2006,M-2006-02,Poland vs Ecuador,2006-06-09,group stage,T-25,Ecuador,ECU,0,1,P-86943,Tenorio,Carlos,21,T-25,Ecuador,ECU,24',24,0,first half,False,False,24
2352,G-2352,WC-2006,M-2006-02,Poland vs Ecuador,2006-06-09,group stage,T-25,Ecuador,ECU,0,1,P-19156,Delgado,Agustín,11,T-25,Ecuador,ECU,80',80,0,second half,False,False,80
2353,G-2353,WC-2006,M-2006-03,England vs Paraguay,2006-06-10,group stage,T-28,England,ENG,1,0,P-19241,Gamarra,Carlos,4,T-55,Paraguay,PRY,3',3,0,first half,True,False,3
2354,G-2354,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-03,Argentina,ARG,1,0,P-19888,Crespo,Hernán,9,T-03,Argentina,ARG,24',24,0,first half,False,False,24
2355,G-2355,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-03,Argentina,ARG,1,0,P-38901,Saviola,Javier,7,T-03,Argentina,ARG,38',38,0,first half,False,False,38
2356,G-2356,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-42,Ivory Coast,CIV,0,1,P-99466,Drogba,Didier,11,T-42,Ivory Coast,CIV,82',82,0,second half,False,False,82
2357,G-2357,WC-2006,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,T-48,Netherlands,NLD,0,1,P-23705,Robben,Arjen,11,T-48,Netherlands,NLD,18',18,0,first half,False,False,18
2358,G-2358,WC-2006,M-2006-07,Mexico vs Iran,2006-06-11,group stage,T-46,Mexico,MEX,1,0,P-34977,Bravo,Omar,19,T-46,Mexico,MEX,28',28,0,first half,False,False,28
2359,G-2359,WC-2006,M-2006-07,Mexico vs Iran,2006-06-11,group stage,T-38,IR Iran,IRN,0,1,P-20762,Golmohammadi,Yahya,4,T-38,IR Iran,IRN,36',36,0,first half,False,False,36
2360,G-2360,WC-2006,M-2006-07,Mexico vs Iran,2006-06-11,group stage,T-46,Mexico,MEX,1,0,P-34977,Bravo,Omar,19,T-46,Mexico,MEX,76',76,0,second half,False,False,76
2361,G-2361,WC-2006,M-2006-07,Mexico vs Iran,2006-06-11,group stage,T-46,Mexico,MEX,1,0,P-30651,Sinha,not applicable,7,T-46,Mexico,MEX,79',79,0,second half,False,False,79
2362,G-2362,WC-2006,M-2006-08,Angola vs Portugal,2006-06-11,group stage,T-58,Portugal,PRT,0,1,P-57982,Pauleta,not applicable,9,T-58,Portugal,PRT,4',4,0,first half,False,False,4
2363,G-2363,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-44,Japan,JPN,0,1,P-77277,Nakamura,Shunsuke,10,T-44,Japan,JPN,26',26,0,first half,False,False,26
2364,G-2364,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-04,Australia,AUS,1,0,P-44926,Cahill,Tim,4,T-04,Australia,AUS,84',84,0,second half,False,False,84
2365,G-2365,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-04,Australia,AUS,1,0,P-44926,Cahill,Tim,4,T-04,Australia,AUS,89',89,0,second half,False,False,89
2366,G-2366,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-04,Australia,AUS,1,0,P-59039,Aloisi,John,15,T-04,Australia,AUS,90'+2',90,2,"second half, stoppage time",False,False,92
2367,G-2367,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-20,Czech Republic,CZE,0,1,P-81477,Koller,Jan,9,T-20,Czech Republic,CZE,5',5,0,first half,False,False,5
2368,G-2368,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-20,Czech Republic,CZE,0,1,P-29090,Rosický,Tomáš,10,T-20,Czech Republic,CZE,36',36,0,first half,False,False,36
2369,G-2369,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-20,Czech Republic,CZE,0,1,P-29090,Rosický,Tomáš,10,T-20,Czech Republic,CZE,76',76,0,second half,False,False,76
2370,G-2370,WC-2006,M-2006-11,Italy vs Ghana,2006-06-12,group stage,T-41,Italy,ITA,1,0,P-99537,Pirlo,Andrea,21,T-41,Italy,ITA,40',40,0,first half,False,False,40
2371,G-2371,WC-2006,M-2006-11,Italy vs Ghana,2006-06-12,group stage,T-41,Italy,ITA,1,0,P-38599,Iaquinta,Vincenzo,15,T-41,Italy,ITA,83',83,0,second half,False,False,83
2372,G-2372,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-77,Togo,TGO,0,1,P-04210,Kader,Mohamed,17,T-77,Togo,TGO,31',31,0,first half,False,False,31
2373,G-2373,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-71,Korea Republic,KOR,1,0,P-22338,Lee,Chun-soo,14,T-71,Korea Republic,KOR,54',54,0,second half,False,False,54
2374,G-2374,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-71,Korea Republic,KOR,1,0,P-26616,Ahn,Jung-hwan,9,T-71,Korea Republic,KOR,72',72,0,second half,False,False,72
2375,G-2375,WC-2006,M-2006-14,Brazil vs Croatia,2006-06-13,group stage,T-09,Brazil,BRA,1,0,P-58388,Kaká,not applicable,8,T-09,Brazil,BRA,44',44,0,first half,False,False,44
2376,G-2376,WC-2006,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,T-73,Spain,ESP,1,0,P-73924,Alonso,Xabi,14,T-73,Spain,ESP,13',13,0,first half,False,False,13
2377,G-2377,WC-2006,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,T-73,Spain,ESP,1,0,P-49097,Villa,David,21,T-73,Spain,ESP,17',17,0,first half,False,False,17
2378,G-2378,WC-2006,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,T-73,Spain,ESP,1,0,P-49097,Villa,David,21,T-73,Spain,ESP,48',48,0,second half,False,True,48
2379,G-2379,WC-2006,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,T-73,Spain,ESP,1,0,P-71661,Torres,Fernando,9,T-73,Spain,ESP,81',81,0,second half,False,False,81
2380,G-2380,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-79,Tunisia,TUN,1,0,P-00640,Jaziri,Ziad,5,T-79,Tunisia,TUN,23',23,0,first half,False,False,23
2381,G-2381,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-63,Saudi Arabia,SAU,0,1,P-87114,Al-Qahtani,Yasser,20,T-63,Saudi Arabia,SAU,57',57,0,second half,False,False,57
2382,G-2382,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-63,Saudi Arabia,SAU,0,1,P-88041,Al-Jaber,Sami,9,T-63,Saudi Arabia,SAU,84',84,0,second half,False,False,84
2383,G-2383,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-79,Tunisia,TUN,1,0,P-76769,Jaïdi,Radhi,15,T-79,Tunisia,TUN,90'+2',90,2,"second half, stoppage time",False,False,92
2384,G-2384,WC-2006,M-2006-17,Germany vs Poland,2006-06-14,group stage,T-31,Germany,DEU,1,0,P-55504,Neuville,Oliver,10,T-31,Germany,DEU,90'+1',90,1,"second half, stoppage time",False,False,91
2385,G-2385,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-25,Ecuador,ECU,1,0,P-86943,Tenorio,Carlos,21,T-25,Ecuador,ECU,8',8,0,first half,False,False,8
2386,G-2386,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-25,Ecuador,ECU,1,0,P-19156,Delgado,Agustín,11,T-25,Ecuador,ECU,54',54,0,second half,False,False,54
2387,G-2387,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-25,Ecuador,ECU,1,0,P-03128,Kaviedes,Iván,10,T-25,Ecuador,ECU,90'+2',90,2,"second half, stoppage time",False,False,92
2388,G-2388,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-28,England,ENG,1,0,P-77532,Crouch,Peter,21,T-28,England,ENG,83',83,0,second half,False,False,83
2389,G-2389,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-28,England,ENG,1,0,P-62157,Gerrard,Steven,4,T-28,England,ENG,90'+1',90,1,"second half, stoppage time",False,False,91
2390,G-2390,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-74,Sweden,SWE,1,0,P-84022,Ljungberg,Freddie,9,T-74,Sweden,SWE,89',89,0,second half,False,False,89
2391,G-2391,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-03,Argentina,ARG,1,0,P-33570,Rodríguez,Maxi,18,T-03,Argentina,ARG,6',6,0,first half,False,False,6
2392,G-2392,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-03,Argentina,ARG,1,0,P-66229,Cambiasso,Esteban,5,T-03,Argentina,ARG,31',31,0,first half,False,False,31
2393,G-2393,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-03,Argentina,ARG,1,0,P-33570,Rodríguez,Maxi,18,T-03,Argentina,ARG,41',41,0,first half,False,False,41
2394,G-2394,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-03,Argentina,ARG,1,0,P-19888,Crespo,Hernán,9,T-03,Argentina,ARG,78',78,0,second half,False,False,78
2395,G-2395,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-03,Argentina,ARG,1,0,P-29080,Tevez,Carlos,11,T-03,Argentina,ARG,84',84,0,second half,False,False,84
2396,G-2396,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-03,Argentina,ARG,1,0,P-14758,Messi,Lionel,19,T-03,Argentina,ARG,88',88,0,second half,False,False,88
2397,G-2397,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-48,Netherlands,NLD,1,0,P-99934,van Persie,Robin,17,T-48,Netherlands,NLD,23',23,0,first half,False,False,23
2398,G-2398,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-48,Netherlands,NLD,1,0,P-03013,van Nistelrooy,Ruud,9,T-48,Netherlands,NLD,27',27,0,first half,False,False,27
2399,G-2399,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-42,Ivory Coast,CIV,0,1,P-64184,Koné,Bakari,14,T-42,Ivory Coast,CIV,38',38,0,first half,False,False,38
2400,G-2400,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-58,Portugal,PRT,1,0,P-96343,Deco,not applicable,20,T-58,Portugal,PRT,63',63,0,second half,False,False,63
2401,G-2401,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-58,Portugal,PRT,1,0,P-70442,Ronaldo,Cristiano,17,T-58,Portugal,PRT,80',80,0,second half,False,True,80
2402,G-2402,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,GHA,0,1,P-38556,Gyan,Asamoah,3,T-32,Ghana,GHA,2',2,0,first half,False,False,2
2403,G-2403,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,GHA,0,1,P-50641,Muntari,Sulley,11,T-32,Ghana,GHA,82',82,0,second half,False,False,82
2404,G-2404,WC-2006,M-2006-26,Italy vs United States,2006-06-17,group stage,T-41,Italy,ITA,1,0,P-48645,Gilardino,Alberto,11,T-41,Italy,ITA,22',22,0,first half,False,False,22
2405,G-2405,WC-2006,M-2006-26,Italy vs United States,2006-06-17,group stage,T-83,United States,USA,0,1,P-14267,Zaccardo,Cristian,2,T-41,Italy,ITA,27',27,0,first half,True,False,27
2406,G-2406,WC-2006,M-2006-28,Brazil vs Australia,2006-06-18,group stage,T-09,Brazil,BRA,1,0,P-20372,Adriano,not applicable,7,T-09,Brazil,BRA,49',49,0,second half,False,False,49
2407,G-2407,WC-2006,M-2006-28,Brazil vs Australia,2006-06-18,group stage,T-09,Brazil,BRA,1,0,P-54042,Fred,not applicable,21,T-09,Brazil,BRA,90',90,0,second half,False,False,90
2408,G-2408,WC-2006,M-2006-29,France vs South Korea,2006-06-18,group stage,T-30,France,FRA,1,0,P-51395,Henry,Thierry,12,T-30,France,FRA,9',9,0,first half,False,False,9
2409,G-2409,WC-2006,M-2006-29,France vs South Korea,2006-06-18,group stage,T-71,Korea Republic,KOR,0,1,P-25724,Park,Ji-sung,7,T-71,Korea Republic,KOR,81',81,0,second half,False,False,81
2410,G-2410,WC-2006,M-2006-30,Togo vs Switzerland,2006-06-19,group stage,T-75,Switzerland,CHE,0,1,P-61684,Frei,Alexander,9,T-75,Switzerland,CHE,16',16,0,first half,False,False,16
2411,G-2411,WC-2006,M-2006-30,Togo vs Switzerland,2006-06-19,group stage,T-75,Switzerland,CHE,0,1,P-97143,Barnetta,Tranquillo,16,T-75,Switzerland,CHE,88',88,0,second half,False,False,88
2412,G-2412,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-81,Ukraine,UKR,0,1,P-07368,Rusol,Andriy,6,T-81,Ukraine,UKR,4',4,0,first half,False,False,4
2413,G-2413,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-81,Ukraine,UKR,0,1,P-56553,Rebrov,Serhii,11,T-81,Ukraine,UKR,36',36,0,first half,False,False,36
2414,G-2414,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-81,Ukraine,UKR,0,1,P-86650,Shevchenko,Andriy,7,T-81,Ukraine,UKR,46',46,0,second half,False,False,46
2415,G-2415,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-81,Ukraine,UKR,0,1,P-98387,Kalynychenko,Maksym,19,T-81,Ukraine,UKR,84',84,0,second half,False,False,84
2416,G-2416,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-79,Tunisia,TUN,0,1,P-61850,Mnari,Jawhar,12,T-79,Tunisia,TUN,8',8,0,first half,False,False,8
2417,G-2417,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-73,Spain,ESP,1,0,P-24556,Raúl,not applicable,7,T-73,Spain,ESP,71',71,0,second half,False,False,71
2418,G-2418,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-73,Spain,ESP,1,0,P-71661,Torres,Fernando,9,T-73,Spain,ESP,76',76,0,second half,False,False,76
2419,G-2419,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-73,Spain,ESP,1,0,P-71661,Torres,Fernando,9,T-73,Spain,ESP,90'+1',90,1,"second half, stoppage time",False,True,91
2420,G-2420,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-17,Costa Rica,CRI,1,0,P-55170,Gómez,Rónald,11,T-17,Costa Rica,CRI,25',25,0,first half,False,False,25
2421,G-2421,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-57,Poland,POL,0,1,P-37586,Bosacki,Bartosz,19,T-57,Poland,POL,33',33,0,first half,False,False,33
2422,G-2422,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-57,Poland,POL,0,1,P-37586,Bosacki,Bartosz,19,T-57,Poland,POL,65',65,0,second half,False,False,65
2423,G-2423,WC-2006,M-2006-34,Ecuador vs Germany,2006-06-20,group stage,T-31,Germany,DEU,0,1,P-27787,Klose,Miroslav,11,T-31,Germany,DEU,4',4,0,first half,False,False,4
2424,G-2424,WC-2006,M-2006-34,Ecuador vs Germany,2006-06-20,group stage,T-31,Germany,DEU,0,1,P-27787,Klose,Miroslav,11,T-31,Germany,DEU,44',44,0,first half,False,False,44
2425,G-2425,WC-2006,M-2006-34,Ecuador vs Germany,2006-06-20,group stage,T-31,Germany,DEU,0,1,P-36287,Podolski,Lukas,20,T-31,Germany,DEU,57',57,0,second half,False,False,57
2426,G-2426,WC-2006,M-2006-35,Paraguay vs Trinidad and Tobago,2006-06-20,group stage,T-55,Paraguay,PRY,1,0,P-52480,Sancho,Brent,5,T-78,Trinidad And Tobago,TTO,25',25,0,first half,True,False,25
2427,G-2427,WC-2006,M-2006-35,Paraguay vs Trinidad and Tobago,2006-06-20,group stage,T-55,Paraguay,PRY,1,0,P-88899,Cuevas,Nelson,23,T-55,Paraguay,PRY,86',86,0,second half,False,False,86
2428,G-2428,WC-2006,M-2006-36,Sweden vs England,2006-06-20,group stage,T-28,England,ENG,0,1,P-37933,Cole,Joe,11,T-28,England,ENG,34',34,0,first half,False,False,34
