key_id,goal_id,tournament_id,match_id,match_name,match_date,stage_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,player_team_id,player_team_name,player_team_code,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty,minute_total
2429,G-2429,WC-2006,M-2006-36,Sweden vs England,2006-06-20,group stage,T-74,Sweden,SWE,1,0,P-45212,Allbäck,Marcus,20,T-74,Sweden,SWE,51',51,0,second half,False,False,51
2430,G-2430,WC-2006,M-2006-36,Sweden vs England,2006-06-20,group stage,T-28,England,ENG,0,1,P-62157,Gerrard,Steven,4,T-28,England,ENG,85',85,0,second half,False,False,85
2431,G-2431,WC-2006,M-2006-36,Sweden vs England,2006-06-20,group stage,T-74,Sweden,SWE,1,0,P-42895,Larsson,Henrik,11,T-74,Sweden,SWE,90',90,0,second half,False,False,90
2432,G-2432,WC-2006,M-2006-37,Iran vs Angola,2006-06-21,group stage,T-02,Angola,AGO,0,1,P-78483,Flávio,not applicable,16,T-02,Angola,AGO,60',60,0,second half,False,False,60
2433,G-2433,WC-2006,M-2006-37,Iran vs Angola,2006-06-21,group stage,T-38,IR Iran,IRN,1,0,P-02909,Bakhtiarizadeh,Sohrab,3,T-38,IR Iran,IRN,75',75,0,second half,False,False,75
2434,G-2434,WC-2006,M-2006-38,Portugal vs Mexico,2006-06-21,group stage,T-58,Portugal,PRT,1,0,P-17581,Maniche,not applicable,18,T-58,Portugal,PRT,6',6,0,first half,False,False,6
2435,G-2435,WC-2006,M-2006-38,Portugal vs Mexico,2006-06-21,group stage,T-58,Portugal,PRT,1,0,P-32279,Simão,not applicable,11,T-58,Portugal,PRT,24',24,0,first half,False,True,24
2436,G-2436,WC-2006,M-2006-38,Portugal vs Mexico,2006-06-21,group stage,T-46,Mexico,MEX,0,1,P-89438,Fonseca,Francisco,17,T-46,Mexico,MEX,29',29,0,first half,False,False,29
2437,G-2437,WC-2006,M-2006-39,Ivory Coast vs Serbia and Montenegro,2006-06-21,group stage,T-67,Serbia And Montenegro,SCG,0,1,P-18094,Žigić,Nikola,19,T-67,Serbia And Montenegro,SCG,10',10,0,first half,False,False,10
2438,G-2438,WC-2006,M-2006-39,Ivory Coast vs Serbia and Montenegro,2006-06-21,group stage,T-67,Serbia And Montenegro,SCG,0,1,P-05783,Ilić,Saša,22,T-67,Serbia And Montenegro,SCG,20',20,0,first half,False,False,20
2439,G-2439,WC-2006,M-2006-39,Ivory Coast vs Serbia and Montenegro,2006-06-21,group stage,T-42,Ivory Coast,CIV,1,0,P-93241,Dindane,Aruna,15,T-42,Ivory Coast,CIV,37',37,0,first half,False,True,37
2440,G-2440,WC-2006,M-2006-39,Ivory Coast vs Serbia and Montenegro,2006-06-21,group stage,T-42,Ivory Coast,CIV,1,0,P-93241,Dindane,Aruna,15,T-42,Ivory Coast,CIV,67',67,0,second half,False,False,67
2441,G-2441,WC-2006,M-2006-39,Ivory Coast vs Serbia and Montenegro,2006-06-21,group stage,T-42,Ivory Coast,CIV,1,0,P-67250,Kalou,Bonaventure,8,T-42,Ivory Coast,CIV,86',86,0,second half,False,True,86
2442,G-2442,WC-2006,M-2006-41,Czech Republic vs Italy,2006-06-22,group stage,T-41,Italy,ITA,0,1,P-37126,Materazzi,Marco,23,T-41,Italy,ITA,26',26,0,first half,False,False,26
2443,G-2443,WC-2006,M-2006-41,Czech Republic vs Italy,2006-06-22,group stage,T-41,Italy,ITA,0,1,P-29172,Inzaghi,Filippo,18,T-41,Italy,ITA,87',87,0,second half,False,False,87
2444,G-2444,WC-2006,M-2006-42,Ghana vs United States,2006-06-22,group stage,T-32,Ghana,GHA,1,0,P-51458,Draman,Haminu,23,T-32,Ghana,GHA,22',22,0,first half,False,False,22
2445,G-2445,WC-2006,M-2006-42,Ghana vs United States,2006-06-22,group stage,T-83,United States,USA,0,1,P-18672,Dempsey,Clint,8,T-83,United States,USA,43',43,0,first half,False,False,43
2446,G-2446,WC-2006,M-2006-42,Ghana vs United States,2006-06-22,group stage,T-32,Ghana,GHA,1,0,P-09728,Appiah,Stephen,10,T-32,Ghana,GHA,45'+2',45,2,"first half, stoppage time",False,True,47
2447,G-2447,WC-2006,M-2006-43,Croatia vs Australia,2006-06-22,group stage,T-18,Croatia,HRV,1,0,P-97008,Srna,Darijo,2,T-18,Croatia,HRV,2',2,0,first half,False,False,2
2448,G-2448,WC-2006,M-2006-43,Croatia vs Australia,2006-06-22,group stage,T-04,Australia,AUS,0,1,P-66908,Moore,Craig,3,T-04,Australia,AUS,38',38,0,first half,False,True,38
2449,G-2449,WC-2006,M-2006-43,Croatia vs Australia,2006-06-22,group stage,T-18,Croatia,HRV,1,0,P-84378,Kovač,Niko,10,T-18,Croatia,HRV,56',56,0,second half,False,False,56
2450,G-2450,WC-2006,M-2006-43,Croatia vs Australia,2006-06-22,group stage,T-04,Australia,AUS,0,1,P-14290,Kewell,Harry,10,T-04,Australia,AUS,79',79,0,second half,False,False,79
2451,G-2451,WC-2006,M-2006-44,Japan vs Brazil,2006-06-22,group stage,T-44,Japan,JPN,1,0,P-15134,Tamada,Keiji,20,T-44,Japan,JPN,34',34,0,first half,False,False,34
2452,G-2452,WC-2006,M-2006-44,Japan vs Brazil,2006-06-22,group stage,T-09,Brazil,BRA,0,1,P-62722,Ronaldo,not applicable,9,T-09,Brazil,BRA,45'+1',45,1,"first half, stoppage time",False,False,46
2453,G-2453,WC-2006,M-2006-44,Japan vs Brazil,2006-06-22,group stage,T-09,Brazil,BRA,0,1,P-37735,Pernambucano,Juninho,19,T-09,Brazil,BRA,53',53,0,second half,False,False,53
2454,G-2454,WC-2006,M-2006-44,Japan vs Brazil,2006-06-22,group stage,T-09,Brazil,BRA,0,1,P-30363,Gilberto,not applicable,16,T-09,Brazil,BRA,59',59,0,second half,False,False,59
2455,G-2455,WC-2006,M-2006-44,Japan vs Brazil,2006-06-22,group stage,T-09,Brazil,BRA,0,1,P-62722,Ronaldo,not applicable,9,T-09,Brazil,BRA,81',81,0,second half,False,False,81
2456,G-2456,WC-2006,M-2006-45,Saudi Arabia vs Spain,2006-06-23,group stage,T-73,Spain,ESP,0,1,P-51440,Juanito,not applicable,20,T-73,Spain,ESP,36',36,0,first half,False,False,36
2457,G-2457,WC-2006,M-2006-46,Ukraine vs Tunisia,2006-06-23,group stage,T-81,Ukraine,UKR,1,0,P-86650,Shevchenko,Andriy,7,T-81,Ukraine,UKR,70',70,0,second half,False,True,70
2458,G-2458,WC-2006,M-2006-47,Switzerland vs South Korea,2006-06-23,group stage,T-75,Switzerland,CHE,1,0,P-94161,Senderos,Philippe,4,T-75,Switzerland,CHE,23',23,0,first half,False,False,23
2459,G-2459,WC-2006,M-2006-47,Switzerland vs South Korea,2006-06-23,group stage,T-75,Switzerland,CHE,1,0,P-61684,Frei,Alexander,9,T-75,Switzerland,CHE,77',77,0,second half,False,False,77
2460,G-2460,WC-2006,M-2006-48,Togo vs France,2006-06-23,group stage,T-30,France,FRA,0,1,P-96540,Vieira,Patrick,4,T-30,France,FRA,55',55,0,second half,False,False,55
2461,G-2461,WC-2006,M-2006-48,Togo vs France,2006-06-23,group stage,T-30,France,FRA,0,1,P-51395,Henry,Thierry,12,T-30,France,FRA,61',61,0,second half,False,False,61
2462,G-2462,WC-2006,M-2006-49,Germany vs Sweden,2006-06-24,round of 16,T-31,Germany,DEU,1,0,P-36287,Podolski,Lukas,20,T-31,Germany,DEU,4',4,0,first half,False,False,4
2463,G-2463,WC-2006,M-2006-49,Germany vs Sweden,2006-06-24,round of 16,T-31,Germany,DEU,1,0,P-36287,Podolski,Lukas,20,T-31,Germany,DEU,12',12,0,first half,False,False,12
2464,G-2464,WC-2006,M-2006-50,Argentina vs Mexico,2006-06-24,round of 16,T-46,Mexico,MEX,0,1,P-44763,Márquez,Rafael,4,T-46,Mexico,MEX,6',6,0,first half,False,False,6
2465,G-2465,WC-2006,M-2006-50,Argentina vs Mexico,2006-06-24,round of 16,T-03,Argentina,ARG,1,0,P-19888,Crespo,Hernán,9,T-03,Argentina,ARG,10',10,0,first half,False,False,10
2466,G-2466,WC-2006,M-2006-50,Argentina vs Mexico,2006-06-24,round of 16,T-03,Argentina,ARG,1,0,P-33570,Rodríguez,Maxi,18,T-03,Argentina,ARG,98',98,0,"extra time, first half",False,False,98
2467,G-2467,WC-2006,M-2006-51,England vs Ecuador,2006-06-25,round of 16,T-28,England,ENG,1,0,P-81049,Beckham,David,7,T-28,England,ENG,60',60,0,second half,False,False,60
2468,G-2468,WC-2006,M-2006-52,Portugal vs Netherlands,2006-06-25,round of 16,T-58,Portugal,PRT,1,0,P-17581,Maniche,not applicable,18,T-58,Portugal,PRT,23',23,0,first half,False,False,23
2469,G-2469,WC-2006,M-2006-53,Italy vs Australia,2006-06-26,round of 16,T-41,Italy,ITA,1,0,P-42038,Totti,Francesco,10,T-41,Italy,ITA,90'+5',90,5,"second half, stoppage time",False,True,95
2470,G-2470,WC-2006,M-2006-55,Brazil vs Ghana,2006-06-27,round of 16,T-09,Brazil,BRA,1,0,P-62722,Ronaldo,not applicable,9,T-09,Brazil,BRA,5',5,0,first half,False,False,5
2471,G-2471,WC-2006,M-2006-55,Brazil vs Ghana,2006-06-27,round of 16,T-09,Brazil,BRA,1,0,P-20372,Adriano,not applicable,7,T-09,Brazil,BRA,45'+1',45,1,"first half, stoppage time",False,False,46
2472,G-2472,WC-2006,M-2006-55,Brazil vs Ghana,2006-06-27,round of 16,T-09,Brazil,BRA,1,0,P-39545,Zé Roberto,not applicable,11,T-09,Brazil,BRA,84',84,0,second half,False,False,84
2473,G-2473,WC-2006,M-2006-56,Spain vs France,2006-06-27,round of 16,T-73,Spain,ESP,1,0,P-49097,Villa,David,21,T-73,Spain,ESP,28',28,0,first half,False,True,28
2474,G-2474,WC-2006,M-2006-56,Spain vs France,2006-06-27,round of 16,T-30,France,FRA,0,1,P-55659,Ribéry,Franck,22,T-30,France,FRA,41',41,0,first half,False,False,41
2475,G-2475,WC-2006,M-2006-56,Spain vs France,2006-06-27,round of 16,T-30,France,FRA,0,1,P-96540,Vieira,Patrick,4,T-30,France,FRA,83',83,0,second half,False,False,83
2476,G-2476,WC-2006,M-2006-56,Spain vs France,2006-06-27,round of 16,T-30,France,FRA,0,1,P-56430,Zidane,Zinedine,10,T-30,France,FRA,90'+2',90,2,"second half, stoppage time",False,False,92
2477,G-2477,WC-2006,M-2006-57,Germany vs Argentina,2006-06-30,quarter-finals,T-03,Argentina,ARG,0,1,P-83403,Ayala,Roberto,2,T-03,Argentina,ARG,49',49,0,second half,False,False,49
2478,G-2478,WC-2006,M-2006-57,Germany vs Argentina,2006-06-30,quarter-finals,T-31,Germany,DEU,1,0,P-27787,Klose,Miroslav,11,T-31,Germany,DEU,80',80,0,second half,False,False,80
2479,G-2479,WC-2006,M-2006-58,Italy vs Ukraine,2006-06-30,quarter-finals,T-41,Italy,ITA,1,0,P-42227,Zambrotta,Gianluca,19,T-41,Italy,ITA,6',6,0,first half,False,False,6
2480,G-2480,WC-2006,M-2006-58,Italy vs Ukraine,2006-06-30,quarter-finals,T-41,Italy,ITA,1,0,P-96512,Toni,Luca,9,T-41,Italy,ITA,59',59,0,second half,False,False,59
2481,G-2481,WC-2006,M-2006-58,Italy vs Ukraine,2006-06-30,quarter-finals,T-41,Italy,ITA,1,0,P-96512,Toni,Luca,9,T-41,Italy,ITA,69',69,0,second half,False,False,69
2482,G-2482,WC-2006,M-2006-60,Brazil vs France,2006-07-01,quarter-finals,T-30,France,FRA,0,1,P-51395,Henry,Thierry,12,T-30,France,FRA,57',57,0,second half,False,False,57
2483,G-2483,WC-2006,M-2006-61,Germany vs Italy,2006-07-04,semi-finals,T-41,Italy,ITA,0,1,P-99473,Grosso,Fabio,3,T-41,Italy,ITA,119',119,0,"extra time, second half",False,False,119
2484,G-2484,WC-2006,M-2006-61,Germany vs Italy,2006-07-04,semi-finals,T-41,Italy,ITA,0,1,P-83836,Del Piero,Alessandro,7,T-41,Italy,ITA,120'+1',120,1,"extra time, second half, stoppage time",False,False,121
2485,G-2485,WC-2006,M-2006-62,Portugal vs France,2006-07-05,semi-finals,T-30,France,FRA,0,1,P-56430,Zidane,Zinedine,10,T-30,France,FRA,33',33,0,first half,False,True,33
2486,G-2486,WC-2006,M-2006-63,Germany vs Portugal,2006-07-08,third-place match,T-31,Germany,DEU,1,0,P-43400,Schweinsteiger,Bastian,7,T-31,Germany,DEU,56',56,0,second half,False,False,56
2487,G-2487,WC-2006,M-2006-63,Germany vs Portugal,2006-07-08,third-place match,T-31,Germany,DEU,1,0,P-92307,Petit,not applicable,8,T-58,Portugal,PRT,60',60,0,second half,True,False,60
2488,G-2488,WC-2006,M-2006-63,Germany vs Portugal,2006-07-08,third-place match,T-31,Germany,DEU,1,0,P-43400,Schweinsteiger,Bastian,7,T-31,Germany,DEU,78',78,0,second half,False,False,78
2489,G-2489,WC-2006,M-2006-63,Germany vs Portugal,2006-07-08,third-place match,T-58,Portugal,PRT,0,1,P-57631,Gomes,Nuno,21,T-58,Portugal,PRT,88',88,0,second half,False,False,88
2490,G-2490,WC-2006,M-2006-64,Italy vs France,2006-07-09,final,T-30,France,FRA,0,1,P-56430,Zidane,Zinedine,10,T-30,France,FRA,7',7,0,first half,False,True,7
2491,G-2491,WC-2006,M-2006-64,Italy vs France,2006-07-09,final,T-41,Italy,ITA,1,0,P-37126,Materazzi,Marco,23,T-41,Italy,ITA,19',19,0,first half,False,False,19
2603,G-2603,WC-2010,M-2010-01,South Africa vs Mexico,2010-06-11,group stage,T-70,South Africa,ZAF,1,0,P-31160,Tshabalala,Siphiwe,8,T-70,South Africa,ZAF,55',55,0,second half,False,False,55
2604,G-2604,WC-2010,M-2010-01,South Africa vs Mexico,2010-06-11,group stage,T-46,Mexico,MEX,0,1,P-44763,Márquez,Rafael,4,T-46,Mexico,MEX,79',79,0,second half,False,False,79
2605,G-2605,WC-2010,M-2010-03,South Korea vs Greece,2010-06-12,group stage,T-71,Korea Republic,KOR,1,0,P-07494,Lee,Jung-soo,14,T-71,Korea Republic,KOR,7',7,0,first half,False,False,7
2606,G-2606,WC-2010,M-2010-03,South Korea vs Greece,2010-06-12,group stage,T-71,Korea Republic,KOR,1,0,P-25724,Park,Ji-sung,7,T-71,Korea Republic,KOR,52',52,0,second half,False,False,52
2607,G-2607,WC-2010,M-2010-04,Argentina vs Nigeria,2010-06-12,group stage,T-03,Argentina,ARG,1,0,P-64352,Heinze,Gabriel,6,T-03,Argentina,ARG,6',6,0,first half,False,False,6
2608,G-2608,WC-2010,M-2010-05,England vs United States,2010-06-12,group stage,T-28,England,ENG,1,0,P-62157,Gerrard,Steven,4,T-28,England,ENG,4',4,0,first half,False,False,4
2609,G-2609,WC-2010,M-2010-05,England vs United States,2010-06-12,group stage,T-83,United States,USA,0,1,P-18672,Dempsey,Clint,8,T-83,United States,USA,40',40,0,first half,False,False,40
2610,G-2610,WC-2010,M-2010-06,Algeria vs Slovenia,2010-06-13,group stage,T-69,Slovenia,SVN,0,1,P-17662,Koren,Robert,8,T-69,Slovenia,SVN,79',79,0,second half,False,False,79
2611,G-2611,WC-2010,M-2010-07,Serbia vs Ghana,2010-06-13,group stage,T-32,Ghana,GHA,0,1,P-38556,Gyan,Asamoah,3,T-32,Ghana,GHA,85',85,0,second half,False,True,85
2612,G-2612,WC-2010,M-2010-08,Germany vs Australia,2010-06-13,group stage,T-31,Germany,DEU,1,0,P-36287,Podolski,Lukas,10,T-31,Germany,DEU,8',8,0,first half,False,False,8
2613,G-2613,WC-2010,M-2010-08,Germany vs Australia,2010-06-13,group stage,T-31,Germany,DEU,1,0,P-27787,Klose,Miroslav,11,T-31,Germany,DEU,26',26,0,first half,False,False,26
2614,G-2614,WC-2010,M-2010-08,Germany vs Australia,2010-06-13,group stage,T-31,Germany,DEU,1,0,P-28154,Müller,Thomas,13,T-31,Germany,DEU,68',68,0,second half,False,False,68
2615,G-2615,WC-2010,M-2010-08,Germany vs Australia,2010-06-13,group stage,T-31,Germany,DEU,1,0,P-10713,Cacau,not applicable,19,T-31,Germany,DEU,70',70,0,second half,False,False,70
2616,G-2616,WC-2010,M-2010-09,Netherlands vs Denmark,2010-06-14,group stage,T-48,Netherlands,NLD,1,0,P-52264,Agger,Daniel,4,T-22,Denmark,DNK,46',46,0,second half,True,False,46
2617,G-2617,WC-2010,M-2010-09,Netherlands vs Denmark,2010-06-14,group stage,T-48,Netherlands,NLD,1,0,P-33312,Kuyt,Dirk,7,T-48,Netherlands,NLD,85',85,0,second half,False,False,85
2618,G-2618,WC-2010,M-2010-10,Japan vs Cameroon,2010-06-14,group stage,T-44,Japan,JPN,1,0,P-33175,Honda,Keisuke,18,T-44,Japan,JPN,39',39,0,first half,False,False,39
2619,G-2619,WC-2010,M-2010-11,Italy vs Paraguay,2010-06-14,group stage,T-55,Paraguay,PRY,0,1,P-87859,Alcaraz,Antolín,21,T-55,Paraguay,PRY,39',39,0,first half,False,False,39
2620,G-2620,WC-2010,M-2010-11,Italy vs Paraguay,2010-06-14,group stage,T-41,Italy,ITA,1,0,P-65802,De Rossi,Daniele,6,T-41,Italy,ITA,63',63,0,second half,False,False,63
2621,G-2621,WC-2010,M-2010-12,New Zealand vs Slovakia,2010-06-15,group stage,T-68,Slovakia,SVK,0,1,P-14764,Vittek,Róbert,11,T-68,Slovakia,SVK,50',50,0,second half,False,False,50
2622,G-2622,WC-2010,M-2010-12,New Zealand vs Slovakia,2010-06-15,group stage,T-49,New Zealand,NZL,1,0,P-57058,Reid,Winston,4,T-49,New Zealand,NZL,90'+3',90,3,"second half, stoppage time",False,False,93
2623,G-2623,WC-2010,M-2010-14,Brazil vs North Korea,2010-06-15,group stage,T-09,Brazil,BRA,1,0,P-94551,Maicon,not applicable,2,T-09,Brazil,BRA,55',55,0,second half,False,False,55
2624,G-2624,WC-2010,M-2010-14,Brazil vs North Korea,2010-06-15,group stage,T-09,Brazil,BRA,1,0,P-78264,Elano,not applicable,7,T-09,Brazil,BRA,72',72,0,second half,False,False,72
2625,G-2625,WC-2010,M-2010-14,Brazil vs North Korea,2010-06-15,group stage,T-51,North Korea,PRK,0,1,P-01454,Ji,Yun-nam,8,T-51,North Korea,PRK,89',89,0,second half,False,False,89
2626,G-2626,WC-2010,M-2010-15,Honduras vs Chile,2010-06-16,group stage,T-13,Chile,CHL,0,1,P-74480,Beausejour,Jean,15,T-13,Chile,CHL,34',34,0,first half,False,False,34
2627,G-2627,WC-2010,M-2010-16,Spain vs Switzerland,2010-06-16,group stage,T-75,Switzerland,CHE,0,1,P-77553,Fernandes,Gélson,16,T-75,Switzerland,CHE,52',52,0,second half,False,False,52
2628,G-2628,WC-2010,M-2010-17,South Africa vs Uruguay,2010-06-16,group stage,T-84,Uruguay,URY,0,1,P-86087,Forlán,Diego,10,T-84,Uruguay,URY,24',24,0,first half,False,False,24
2629,G-2629,WC-2010,M-2010-17,South Africa vs Uruguay,2010-06-16,group stage,T-84,Uruguay,URY,0,1,P-86087,Forlán,Diego,10,T-84,Uruguay,URY,80',80,0,second half,False,True,80
2630,G-2630,WC-2010,M-2010-17,South Africa vs Uruguay,2010-06-16,group stage,T-84,Uruguay,URY,0,1,P-11075,Pereira,Álvaro,11,T-84,Uruguay,URY,90'+5',90,5,"second half, stoppage time",False,False,95
2631,G-2631,WC-2010,M-2010-18,Argentina vs South Korea,2010-06-17,group stage,T-03,Argentina,ARG,1,0,P-06608,Park,Chu-young,10,T-71,Korea Republic,KOR,17',17,0,first half,True,False,17
2632,G-2632,WC-2010,M-2010-18,Argentina vs South Korea,2010-06-17,group stage,T-03,Argentina,ARG,1,0,P-29398,Higuaín,Gonzalo,9,T-03,Argentina,ARG,33',33,0,first half,False,False,33
2633,G-2633,WC-2010,M-2010-18,Argentina vs South Korea,2010-06-17,group stage,T-71,Korea Republic,KOR,0,1,P-40927,Lee,Chung-yong,17,T-71,Korea Republic,KOR,45'+1',45,1,"first half, stoppage time",False,False,46
2634,G-2634,WC-2010,M-2010-18,Argentina vs South Korea,2010-06-17,group stage,T-03,Argentina,ARG,1,0,P-29398,Higuaín,Gonzalo,9,T-03,Argentina,ARG,76',76,0,second half,False,False,76
2635,G-2635,WC-2010,M-2010-18,Argentina vs South Korea,2010-06-17,group stage,T-03,Argentina,ARG,1,0,P-29398,Higuaín,Gonzalo,9,T-03,Argentina,ARG,80',80,0,second half,False,False,80
2636,G-2636,WC-2010,M-2010-19,Greece vs Nigeria,2010-06-17,group stage,T-50,Nigeria,NGA,0,1,P-98626,Uche,Kalu,12,T-50,Nigeria,NGA,16',16,0,first half,False,False,16
2637,G-2637,WC-2010,M-2010-19,Greece vs Nigeria,2010-06-17,group stage,T-33,Greece,GRC,1,0,P-75292,Salpingidis,Dimitris,14,T-33,Greece,GRC,44',44,0,first half,False,False,44
2638,G-2638,WC-2010,M-2010-19,Greece vs Nigeria,2010-06-17,group stage,T-33,Greece,GRC,1,0,P-05210,Torosidis,Vasilis,15,T-33,Greece,GRC,71',71,0,second half,False,False,71
2639,G-2639,WC-2010,M-2010-20,France vs Mexico,2010-06-17,group stage,T-46,Mexico,MEX,0,1,P-36515,Hernández,Javier,14,T-46,Mexico,MEX,64',64,0,second half,False,False,64
2640,G-2640,WC-2010,M-2010-20,France vs Mexico,2010-06-17,group stage,T-46,Mexico,MEX,0,1,P-88428,Blanco,Cuauhtémoc,10,T-46,Mexico,MEX,79',79,0,second half,False,True,79
2641,G-2641,WC-2010,M-2010-21,Germany vs Serbia,2010-06-18,group stage,T-66,Serbia,SRB,0,1,P-56515,Jovanović,Milan,14,T-66,Serbia,SRB,38',38,0,first half,False,False,38
2642,G-2642,WC-2010,M-2010-22,Slovenia vs United States,2010-06-18,group stage,T-69,Slovenia,SVN,1,0,P-20008,Birsa,Valter,10,T-69,Slovenia,SVN,13',13,0,first half,False,False,13
2643,G-2643,WC-2010,M-2010-22,Slovenia vs United States,2010-06-18,group stage,T-69,Slovenia,SVN,1,0,P-01012,Ljubijankić,Zlatan,9,T-69,Slovenia,SVN,42',42,0,first half,False,False,42
2644,G-2644,WC-2010,M-2010-22,Slovenia vs United States,2010-06-18,group stage,T-83,United States,USA,0,1,P-05728,Donovan,Landon,10,T-83,United States,USA,48',48,0,second half,False,False,48
2645,G-2645,WC-2010,M-2010-22,Slovenia vs United States,2010-06-18,group stage,T-83,United States,USA,0,1,P-97258,Bradley,Michael,4,T-83,United States,USA,82',82,0,second half,False,False,82
2646,G-2646,WC-2010,M-2010-24,Netherlands vs Japan,2010-06-19,group stage,T-48,Netherlands,NLD,1,0,P-51336,Sneijder,Wesley,10,T-48,Netherlands,NLD,53',53,0,second half,False,False,53
2647,G-2647,WC-2010,M-2010-25,Ghana vs Australia,2010-06-19,group stage,T-04,Australia,AUS,0,1,P-96211,Holman,Brett,14,T-04,Australia,AUS,11',11,0,first half,False,False,11
2648,G-2648,WC-2010,M-2010-25,Ghana vs Australia,2010-06-19,group stage,T-32,Ghana,GHA,1,0,P-38556,Gyan,Asamoah,3,T-32,Ghana,GHA,25',25,0,first half,False,True,25
2649,G-2649,WC-2010,M-2010-26,Cameroon vs Denmark,2010-06-19,group stage,T-11,Cameroon,CMR,1,0,P-61703,Eto'o,Samuel,9,T-11,Cameroon,CMR,10',10,0,first half,False,False,10
2650,G-2650,WC-2010,M-2010-26,Cameroon vs Denmark,2010-06-19,group stage,T-22,Denmark,DNK,0,1,P-38862,Bendtner,Nicklas,11,T-22,Denmark,DNK,33',33,0,first half,False,False,33
2651,G-2651,WC-2010,M-2010-26,Cameroon vs Denmark,2010-06-19,group stage,T-22,Denmark,DNK,0,1,P-80170,Rommedahl,Dennis,19,T-22,Denmark,DNK,61',61,0,second half,False,False,61
2652,G-2652,WC-2010,M-2010-27,Slovakia vs Paraguay,2010-06-20,group stage,T-55,Paraguay,PRY,0,1,P-18210,Vera,Enrique,13,T-55,Paraguay,PRY,27',27,0,first half,False,False,27
2653,G-2653,WC-2010,M-2010-27,Slovakia vs Paraguay,2010-06-20,group stage,T-55,Paraguay,PRY,0,1,P-78654,Riveros,Cristian,16,T-55,Paraguay,PRY,86',86,0,second half,False,False,86
2654,G-2654,WC-2010,M-2010-28,Italy vs New Zealand,2010-06-20,group stage,T-49,New Zealand,NZL,0,1,P-90145,Smeltz,Shane,9,T-49,New Zealand,NZL,7',7,0,first half,False,False,7
2655,G-2655,WC-2010,M-2010-28,Italy vs New Zealand,2010-06-20,group stage,T-41,Italy,ITA,1,0,P-38599,Iaquinta,Vincenzo,9,T-41,Italy,ITA,29',29,0,first half,False,True,29
2656,G-2656,WC-2010,M-2010-29,Brazil vs Ivory Coast,2010-06-20,group stage,T-09,Brazil,BRA,1,0,P-98528,Fabiano,Luís,9,T-09,Brazil,BRA,25',25,0,first half,False,False,25
2657,G-2657,WC-2010,M-2010-29,Brazil vs Ivory Coast,2010-06-20,group stage,T-09,Brazil,BRA,1,0,P-98528,Fabiano,Luís,9,T-09,Brazil,BRA,50',50,0,second half,False,False,50
2658,G-2658,WC-2010,M-2010-29,Brazil vs Ivory Coast,2010-06-20,group stage,T-09,Brazil,BRA,1,0,P-78264,Elano,not applicable,7,T-09,Brazil,BRA,62',62,0,second half,False,False,62
2659,G-2659,WC-2010,M-2010-29,Brazil vs Ivory Coast,2010-06-20,group stage,T-42,Ivory Coast,CIV,0,1,P-99466,Drogba,Didier,11,T-42,Ivory Coast,CIV,79',79,0,second half,False,False,79
2660,G-2660,WC-2010,M-2010-30,Portugal vs North Korea,2010-06-21,group stage,T-58,Portugal,PRT,1,0,P-88101,Meireles,Raul,16,T-58,Portugal,PRT,29',29,0,first half,False,False,29
2661,G-2661,WC-2010,M-2010-30,Portugal vs North Korea,2010-06-21,group stage,T-58,Portugal,PRT,1,0,P-32279,Simão,not applicable,11,T-58,Portugal,PRT,53',53,0,second half,False,False,53
2662,G-2662,WC-2010,M-2010-30,Portugal vs North Korea,2010-06-21,group stage,T-58,Portugal,PRT,1,0,P-14428,Almeida,Hugo,18,T-58,Portugal,PRT,56',56,0,second half,False,False,56
2663,G-2663,WC-2010,M-2010-30,Portugal vs North Korea,2010-06-21,group stage,T-58,Portugal,PRT,1,0,P-21434,Tiago,not applicable,19,T-58,Portugal,PRT,60',60,0,second half,False,False,60
2664,G-2664,WC-2010,M-2010-30,Portugal vs North Korea,2010-06-21,group stage,T-58,Portugal,PRT,1,0,P-28404,Liédson,not applicable,9,T-58,Portugal,PRT,81',81,0,second half,False,False,81
2665,G-2665,WC-2010,M-2010-30,Portugal vs North Korea,2010-06-21,group stage,T-58,Portugal,PRT,1,0,P-70442,Ronaldo,Cristiano,7,T-58,Portugal,PRT,87',87,0,second half,False,False,87
2666,G-2666,WC-2010,M-2010-30,Portugal vs North Korea,2010-06-21,group stage,T-58,Portugal,PRT,1,0,P-21434,Tiago,not applicable,19,T-58,Portugal,PRT,89',89,0,second half,False,False,89
2667,G-2667,WC-2010,M-2010-31,Chile vs Switzerland,2010-06-21,group stage,T-13,Chile,CHL,1,0,P-35574,González,Mark,11,T-13,Chile,CHL,75',75,0,second half,False,False,75
2668,G-2668,WC-2010,M-2010-32,Spain vs Honduras,2010-06-21,group stage,T-73,Spain,ESP,1,0,P-49097,Villa,David,7,T-73,Spain,ESP,17',17,0,first half,False,False,17
2669,G-2669,WC-2010,M-2010-32,Spain vs Honduras,2010-06-21,group stage,T-73,Spain,ESP,1,0,P-49097,Villa,David,7,T-73,Spain,ESP,51',51,0,second half,False,False,51
2670,G-2670,WC-2010,M-2010-33,France vs South Africa,2010-06-22,group stage,T-70,South Africa,ZAF,0,1,P-61943,Khumalo,Bongani,20,T-70,South Africa,ZAF,20',20,0,first half,False,False,20
