match_id,tournament_id,home_team_name,away_team_name,chunk_minute,time_remaining,score_diff,red_diff,yellow_diff,home_subs,away_subs,temperature,apparent_temp,humidity,wind_speed,pre_match_rank_diff,target_home_win,hPossession,total_shot_diff,total_sot_diff,foul_diff
M-2006-27,WC-2006,Japan,Croatia,75,15,0,0,-1,2,1,26.604,27.578968,42.171448,2.6208394,5,0,51.0,-4.0,-1.0,1.0
M-2006-27,WC-2006,Japan,Croatia,90,0,0,0,-1,3,3,26.604,27.578968,42.171448,2.6208394,5,0,51.0,-4.0,-1.0,1.0
M-2006-30,WC-2006,Togo,Switzerland,15,75,0,0,0,0,0,24.9715,26.821775,69.13403,12.10157,-26,0,51.0,-8.0,-5.0,-5.0
M-2006-30,WC-2006,Togo,Switzerland,30,60,-1,0,0,1,0,24.9715,26.821775,69.13403,12.10157,-26,0,51.0,-8.0,-5.0,-5.0
M-2006-30,WC-2006,Togo,Switzerland,45,45,-1,0,-1,1,0,24.9715,26.821775,69.13403,12.10157,-26,0,51.0,-8.0,-5.0,-5.0
M-2006-30,WC-2006,Togo,Switzerland,60,30,-1,0,-3,1,1,22.3215,24.062443,79.34304,9.826088,-26,0,51.0,-8.0,-5.0,-5.0
M-2006-30,WC-2006,Togo,Switzerland,75,15,-1,0,-3,2,1,22.3215,24.062443,79.34304,9.826088,-26,0,51.0,-8.0,-5.0,-5.0
M-2006-30,WC-2006,Togo,Switzerland,90,0,-2,0,-3,3,3,22.3215,24.062443,79.34304,9.826088,-26,0,51.0,-8.0,-5.0,-5.0
M-2006-31,WC-2006,Saudi Arabia,Ukraine,15,75,-1,0,0,0,0,21.956501,23.300526,81.30482,12.661564,11,0,49.0,-19.0,-14.0,-1.0
M-2006-31,WC-2006,Saudi Arabia,Ukraine,30,60,-1,0,1,0,0,21.956501,23.300526,81.30482,12.661564,11,0,49.0,-19.0,-14.0,-1.0
M-2006-31,WC-2006,Saudi Arabia,Ukraine,45,45,-2,0,0,0,0,21.956501,23.300526,81.30482,12.661564,11,0,49.0,-19.0,-14.0,-1.0
M-2006-31,WC-2006,Saudi Arabia,Ukraine,60,30,-3,0,-1,2,0,21.206501,23.162306,84.85599,8.311245,11,0,49.0,-19.0,-14.0,-1.0
M-2006-31,WC-2006,Saudi Arabia,Ukraine,75,15,-3,0,-2,2,1,21.206501,23.162306,84.85599,8.311245,11,0,49.0,-19.0,-14.0,-1.0
M-2006-31,WC-2006,Saudi Arabia,Ukraine,90,0,-4,0,0,3,3,21.206501,23.162306,84.85599,8.311245,11,0,49.0,-19.0,-14.0,-1.0
M-2006-32,WC-2006,Spain,Tunisia,15,75,-1,0,0,0,0,22.0655,24.064032,77.5833,6.162207,16,1,64.0,21.0,7.0,10.0
M-2006-32,WC-2006,Spain,Tunisia,30,60,-1,0,-1,0,0,22.0655,24.064032,77.5833,6.162207,16,1,64.0,21.0,7.0,10.0
M-2006-32,WC-2006,Spain,Tunisia,45,45,-1,0,1,0,0,22.0655,24.064032,77.5833,6.162207,16,1,64.0,21.0,7.0,10.0
M-2006-32,WC-2006,Spain,Tunisia,60,30,-1,0,1,3,2,21.0655,22.782467,79.16694,6.130579,16,1,64.0,21.0,7.0,10.0
M-2006-32,WC-2006,Spain,Tunisia,75,15,0,0,2,3,2,21.0655,22.782467,79.16694,6.130579,16,1,64.0,21.0,7.0,10.0
M-2006-32,WC-2006,Spain,Tunisia,90,0,2,0,3,3,3,21.0655,22.782467,79.16694,6.130579,16,1,64.0,21.0,7.0,10.0
M-2006-33,WC-2006,Costa Rica,Poland,15,75,0,0,0,0,0,23.978498,24.671764,62.9005,10.703569,3,0,50.0,0.0,-1.0,5.0
M-2006-33,WC-2006,Costa Rica,Poland,30,60,1,0,2,0,0,23.978498,24.671764,62.9005,10.703569,3,0,50.0,0.0,-1.0,5.0
M-2006-33,WC-2006,Costa Rica,Poland,45,45,0,0,2,0,0,23.978498,24.671764,62.9005,10.703569,3,0,50.0,0.0,-1.0,5.0
M-2006-33,WC-2006,Costa Rica,Poland,60,30,0,0,0,0,1,23.828499,24.115673,60.31206,11.269782,3,0,50.0,0.0,-1.0,5.0
M-2006-33,WC-2006,Costa Rica,Poland,75,15,-1,0,0,1,2,23.828499,24.115673,60.31206,11.269782,3,0,50.0,0.0,-1.0,5.0
M-2006-33,WC-2006,Costa Rica,Poland,90,0,-1,0,-1,3,3,23.828499,24.115673,60.31206,11.269782,3,0,50.0,0.0,-1.0,5.0
M-2006-34,WC-2006,Ecuador,Germany,15,75,-1,0,0,0,0,26.286999,27.82375,61.26088,10.144082,-20,0,46.0,-9.0,-6.0,-3.0
M-2006-34,WC-2006,Ecuador,Germany,30,60,-1,0,0,0,0,26.286999,27.82375,61.26088,10.144082,-20,0,46.0,-9.0,-6.0,-3.0
M-2006-34,WC-2006,Ecuador,Germany,45,45,-2,0,0,0,0,26.286999,27.82375,61.26088,10.144082,-20,0,46.0,-9.0,-6.0,-3.0
M-2006-34,WC-2006,Ecuador,Germany,60,30,-3,0,-1,1,0,26.337,28.032936,59.93993,8.12197,-20,0,46.0,-9.0,-6.0,-3.0
M-2006-34,WC-2006,Ecuador,Germany,75,15,-3,0,0,3,3,26.337,28.032936,59.93993,8.12197,-20,0,46.0,-9.0,-6.0,-3.0
M-2006-34,WC-2006,Ecuador,Germany,90,0,-3,0,0,3,3,26.337,28.032936,59.93993,8.12197,-20,0,46.0,-9.0,-6.0,-3.0
M-2006-35,WC-2006,Paraguay,Trinidad And Tobago,15,75,0,0,0,0,0,21.2965,22.912283,77.71308,6.618519,14,1,,,,
M-2006-35,WC-2006,Paraguay,Trinidad And Tobago,30,60,1,0,-1,0,0,21.2965,22.912283,77.71308,6.618519,14,1,,,,
M-2006-35,WC-2006,Paraguay,Trinidad And Tobago,45,45,1,0,0,0,2,21.2965,22.912283,77.71308,6.618519,14,1,,,,
M-2006-35,WC-2006,Paraguay,Trinidad And Tobago,60,30,1,0,0,0,2,20.2465,22.054825,83.42686,5.6002855,14,1,,,,
M-2006-35,WC-2006,Paraguay,Trinidad And Tobago,75,15,1,0,0,1,3,20.2465,22.054825,83.42686,5.6002855,14,1,,,,
M-2006-35,WC-2006,Paraguay,Trinidad And Tobago,90,0,2,0,0,3,3,20.2465,22.054825,83.42686,5.6002855,14,1,,,,
M-2006-36,WC-2006,Sweden,England,15,75,0,0,0,0,1,19.952,21.59784,84.18821,6.28713,-6,0,46.0,-6.0,-2.0,-8.0
M-2006-36,WC-2006,Sweden,England,30,60,0,0,0,0,1,19.952,21.59784,84.18821,6.28713,-6,0,46.0,-6.0,-2.0,-8.0
M-2006-36,WC-2006,Sweden,England,45,45,-1,0,0,0,1,19.952,21.59784,84.18821,6.28713,-6,0,46.0,-6.0,-2.0,-8.0
M-2006-36,WC-2006,Sweden,England,60,30,0,0,0,1,2,19.402,20.954037,86.56208,6.638072,-6,0,46.0,-6.0,-2.0,-8.0
M-2006-36,WC-2006,Sweden,England,75,15,0,0,0,2,3,19.402,20.954037,86.56208,6.638072,-6,0,46.0,-6.0,-2.0,-8.0
M-2006-36,WC-2006,Sweden,England,90,0,0,0,-1,3,3,19.402,20.954037,86.56208,6.638072,-6,0,46.0,-6.0,-2.0,-8.0
M-2006-40,WC-2006,Netherlands,Argentina,15,75,0,0,0,0,0,22.529999,25.561121,80.87235,2.6208394,6,0,50.0,0.0,1.0,-4.0
M-2006-40,WC-2006,Netherlands,Argentina,30,60,0,0,-1,0,1,22.529999,25.561121,80.87235,2.6208394,6,0,50.0,0.0,1.0,-4.0
M-2006-40,WC-2006,Netherlands,Argentina,45,45,0,0,-2,0,1,22.529999,25.561121,80.87235,2.6208394,6,0,50.0,0.0,1.0,-4.0
M-2006-40,WC-2006,Netherlands,Argentina,60,30,0,0,-2,1,1,21.13,23.269907,84.31792,6.489992,6,0,50.0,0.0,1.0,-4.0
M-2006-40,WC-2006,Netherlands,Argentina,75,15,0,0,-2,2,2,21.13,23.269907,84.31792,6.489992,6,0,50.0,0.0,1.0,-4.0
M-2006-40,WC-2006,Netherlands,Argentina,90,0,0,0,-1,3,3,21.13,23.269907,84.31792,6.489992,6,0,50.0,0.0,1.0,-4.0
M-2006-39,WC-2006,Ivory Coast,Serbia And Montenegro,15,75,-1,0,0,0,0,18.744999,20.394232,93.32837,7.5942073,12,1,,,,
M-2006-39,WC-2006,Ivory Coast,Serbia And Montenegro,30,60,-2,1,1,0,1,18.744999,20.394232,93.32837,7.5942073,12,1,,,,
M-2006-39,WC-2006,Ivory Coast,Serbia And Montenegro,45,45,-1,0,0,0,1,18.744999,20.394232,93.32837,7.5942073,12,1,,,,
M-2006-39,WC-2006,Ivory Coast,Serbia And Montenegro,60,30,-1,0,1,1,1,18.295,19.900566,95.99537,7.8954163,12,1,,,,
M-2006-39,WC-2006,Ivory Coast,Serbia And Montenegro,75,15,0,0,1,2,2,18.295,19.900566,95.99537,7.8954163,12,1,,,,
M-2006-39,WC-2006,Ivory Coast,Serbia And Montenegro,90,0,1,0,1,2,2,18.295,19.900566,95.99537,7.8954163,12,1,,,,
M-2006-38,WC-2006,Portugal,Mexico,15,75,1,0,0,0,0,18.375502,16.244392,69.62976,20.497883,-3,1,50.0,-2.0,0.0,-7.0
M-2006-38,WC-2006,Portugal,Mexico,30,60,1,1,1,0,0,18.375502,16.244392,69.62976,20.497883,-3,1,50.0,-2.0,0.0,-7.0
M-2006-38,WC-2006,Portugal,Mexico,45,45,1,1,1,0,0,18.375502,16.244392,69.62976,20.497883,-3,1,50.0,-2.0,0.0,-7.0
M-2006-38,WC-2006,Portugal,Mexico,60,30,1,1,1,0,1,18.4255,16.100292,68.9587,21.599998,-3,1,50.0,-2.0,0.0,-7.0
M-2006-38,WC-2006,Portugal,Mexico,75,15,1,1,1,2,2,18.4255,16.100292,68.9587,21.599998,-3,1,50.0,-2.0,0.0,-7.0
M-2006-38,WC-2006,Portugal,Mexico,90,0,1,1,1,3,3,18.4255,16.100292,68.9587,21.599998,-3,1,50.0,-2.0,0.0,-7.0
M-2006-37,WC-2006,IR Iran,Angola,15,75,0,0,0,1,0,25.556,25.863157,62.654217,17.555307,34,0,54.0,3.0,4.0,3.0
M-2006-37,WC-2006,IR Iran,Angola,30,60,0,0,1,1,1,25.556,25.863157,62.654217,17.555307,34,0,54.0,3.0,4.0,3.0
M-2006-37,WC-2006,IR Iran,Angola,45,45,0,0,0,2,1,25.556,25.863157,62.654217,17.555307,34,0,54.0,3.0,4.0,3.0
M-2006-37,WC-2006,IR Iran,Angola,60,30,-1,0,0,2,2,24.806,25.654047,64.89989,13.392774,34,0,54.0,3.0,4.0,3.0
M-2006-37,WC-2006,IR Iran,Angola,75,15,0,0,1,3,3,24.806,25.654047,64.89989,13.392774,34,0,54.0,3.0,4.0,3.0
M-2006-37,WC-2006,IR Iran,Angola,90,0,0,0,1,3,3,24.806,25.654047,64.89989,13.392774,34,0,54.0,3.0,4.0,3.0
M-2006-41,WC-2006,Czech Republic,Italy,15,75,0,0,0,0,0,17.4065,13.624701,56.452698,23.510508,11,0,49.0,-5.0,0.0,-1.0
M-2006-41,WC-2006,Czech Republic,Italy,30,60,-1,0,0,0,1,17.4065,13.624701,56.452698,23.510508,11,0,49.0,-5.0,0.0,-1.0
M-2006-41,WC-2006,Czech Republic,Italy,45,45,-1,-1,0,0,1,17.4065,13.624701,56.452698,23.510508,11,0,49.0,-5.0,0.0,-1.0
M-2006-41,WC-2006,Czech Republic,Italy,60,30,-1,-1,0,1,2,17.3065,13.5805435,57.389244,23.4,11,0,49.0,-5.0,0.0,-1.0
M-2006-41,WC-2006,Czech Republic,Italy,75,15,-1,-1,0,2,3,17.3065,13.5805435,57.389244,23.4,11,0,49.0,-5.0,0.0,-1.0
M-2006-41,WC-2006,Czech Republic,Italy,90,0,-2,-1,0,3,3,17.3065,13.5805435,57.389244,23.4,11,0,49.0,-5.0,0.0,-1.0
M-2006-42,WC-2006,Ghana,United States,15,75,0,0,0,0,0,21.904,20.33679,57.75665,17.731598,-43,1,45.0,-1.0,-1.0,-15.0
M-2006-42,WC-2006,Ghana,United States,30,60,1,0,0,0,0,21.904,20.33679,57.75665,17.731598,-43,1,45.0,-1.0,-1.0,-15.0
M-2006-42,WC-2006,Ghana,United States,45,45,1,0,-1,0,1,21.904,20.33679,57.75665,17.731598,-43,1,45.0,-1.0,-1.0,-15.0
M-2006-42,WC-2006,Ghana,United States,60,30,1,0,-1,2,1,21.554,20.187197,59.391216,16.595179,-43,1,45.0,-1.0,-1.0,-15.0
M-2006-42,WC-2006,Ghana,United States,75,15,1,0,-1,2,3,21.554,20.187197,59.391216,16.595179,-43,1,45.0,-1.0,-1.0,-15.0
M-2006-42,WC-2006,Ghana,United States,90,0,1,0,-2,3,3,21.554,20.187197,59.391216,16.595179,-43,1,45.0,-1.0,-1.0,-15.0
M-2006-43,WC-2006,Croatia,Australia,15,75,1,0,0,0,0,18.1655,17.604176,70.738144,9.826088,19,0,46.0,-3.0,-1.0,4.0
M-2006-43,WC-2006,Croatia,Australia,30,60,1,0,0,0,0,18.1655,17.604176,70.738144,9.826088,19,0,46.0,-3.0,-1.0,4.0
M-2006-43,WC-2006,Croatia,Australia,45,45,0,-1,-2,0,0,18.1655,17.604176,70.738144,9.826088,19,0,46.0,-3.0,-1.0,4.0
M-2006-43,WC-2006,Croatia,Australia,60,30,1,-1,-2,0,0,17.7155,16.807905,69.27232,10.514218,19,0,46.0,-3.0,-1.0,4.0
M-2006-43,WC-2006,Croatia,Australia,75,15,1,-2,-4,2,3,17.7155,16.807905,69.27232,10.514218,19,0,46.0,-3.0,-1.0,4.0
M-2006-43,WC-2006,Croatia,Australia,90,0,0,-1,-3,3,3,17.7155,16.807905,69.27232,10.514218,19,0,46.0,-3.0,-1.0,4.0
M-2006-44,WC-2006,Japan,Brazil,15,75,0,0,0,0,0,14.6215,12.589779,67.732704,11.631956,-17,0,37.0,-15.0,-13.0,-4.0
M-2006-44,WC-2006,Japan,Brazil,30,60,0,0,0,0,0,14.6215,12.589779,67.732704,11.631956,-17,0,37.0,-15.0,-13.0,-4.0
M-2006-44,WC-2006,Japan,Brazil,45,45,0,0,0,0,0,14.6215,12.589779,67.732704,11.631956,-17,0,37.0,-15.0,-13.0,-4.0
M-2006-44,WC-2006,Japan,Brazil,60,30,-2,0,0,2,0,14.1215,12.254435,70.432045,10.685391,-17,0,37.0,-15.0,-13.0,-4.0
M-2006-44,WC-2006,Japan,Brazil,75,15,-2,0,0,3,2,14.1215,12.254435,70.432045,10.685391,-17,0,37.0,-15.0,-13.0,-4.0
M-2006-44,WC-2006,Japan,Brazil,90,0,-3,0,0,3,3,14.1215,12.254435,70.432045,10.685391,-17,0,37.0,-15.0,-13.0,-4.0
M-2006-47,WC-2006,Switzerland,Korea Republic,15,75,0,0,0,0,0,17.6785,17.170551,60.652824,3.5455887,-6,1,,,,
M-2006-47,WC-2006,Switzerland,Korea Republic,30,60,1,0,1,0,0,17.6785,17.170551,60.652824,3.5455887,-6,1,,,,
M-2006-47,WC-2006,Switzerland,Korea Republic,45,45,1,0,1,0,0,17.6785,17.170551,60.652824,3.5455887,-6,1,,,,
M-2006-47,WC-2006,Switzerland,Korea Republic,60,30,1,0,0,1,0,17.1285,16.565088,63.006893,4.0249224,-6,1,,,,
M-2006-47,WC-2006,Switzerland,Korea Republic,75,15,1,0,-1,2,2,17.1285,16.565088,63.006893,4.0249224,-6,1,,,,
M-2006-47,WC-2006,Switzerland,Korea Republic,90,0,2,0,0,3,2,17.1285,16.565088,63.006893,4.0249224,-6,1,,,,
M-2006-48,WC-2006,Togo,France,15,75,0,0,0,0,0,16.502,15.441566,63.714542,6.6087217,-53,0,37.0,-12.0,-11.0,-9.0
M-2006-48,WC-2006,Togo,France,30,60,0,0,1,0,0,16.502,15.441566,63.714542,6.6087217,-53,0,37.0,-12.0,-11.0,-9.0
M-2006-48,WC-2006,Togo,France,45,45,0,0,-1,0,0,16.502,15.441566,63.714542,6.6087217,-53,0,37.0,-12.0,-11.0,-9.0
M-2006-48,WC-2006,Togo,France,60,30,-1,0,-1,1,0,15.302,13.943792,68.5607,8.557102,-53,0,37.0,-12.0,-11.0,-9.0
M-2006-48,WC-2006,Togo,France,75,15,-2,0,-1,2,1,15.302,13.943792,68.5607,8.557102,-53,0,37.0,-12.0,-11.0,-9.0
M-2006-48,WC-2006,Togo,France,90,0,-2,0,-2,2,3,15.302,13.943792,68.5607,8.557102,-53,0,37.0,-12.0,-11.0,-9.0
M-2006-45,WC-2006,Saudi Arabia,Spain,15,75,0,0,0,1,0,20.3965,19.427437,46.80794,4.198285,-29,0,37.0,-14.0,-11.0,0.0
M-2006-45,WC-2006,Saudi Arabia,Spain,30,60,0,0,0,1,0,20.3965,19.427437,46.80794,4.198285,-29,0,37.0,-14.0,-11.0,0.0
M-2006-45,WC-2006,Saudi Arabia,Spain,45,45,-1,0,1,1,0,20.3965,19.427437,46.80794,4.198285,-29,0,37.0,-14.0,-11.0,0.0
M-2006-45,WC-2006,Saudi Arabia,Spain,60,30,-1,0,1,1,1,20.446499,19.26204,46.34912,5.495161,-29,0,37.0,-14.0,-11.0,0.0
M-2006-45,WC-2006,Saudi Arabia,Spain,75,15,-1,0,2,2,3,20.446499,19.26204,46.34912,5.495161,-29,0,37.0,-14.0,-11.0,0.0
M-2006-45,WC-2006,Saudi Arabia,Spain,90,0,-1,0,1,3,3,20.446499,19.26204,46.34912,5.495161,-29,0,37.0,-14.0,-11.0,0.0
M-2006-46,WC-2006,Ukraine,Tunisia,15,75,0,1,1,0,0,19.837,17.988995,45.09235,8.373386,-24,1,56.0,-3.0,2.0,7.0
M-2006-46,WC-2006,Ukraine,Tunisia,30,60,0,1,0,0,0,19.837,17.988995,45.09235,8.373386,-24,1,56.0,-3.0,2.0,7.0
M-2006-46,WC-2006,Ukraine,Tunisia,45,45,0,1,1,0,0,19.837,17.988995,45.09235,8.373386,-24,1,56.0,-3.0,2.0,7.0
M-2006-46,WC-2006,Ukraine,Tunisia,60,30,0,1,0,1,0,19.737,18.046127,46.467297,7.8954163,-24,1,56.0,-3.0,2.0,7.0
M-2006-46,WC-2006,Ukraine,Tunisia,75,15,1,1,-2,2,0,19.737,18.046127,46.467297,7.8954163,-24,1,56.0,-3.0,2.0,7.0
M-2006-46,WC-2006,Ukraine,Tunisia,90,0,1,1,-1,3,3,19.737,18.046127,46.467297,7.8954163,-24,1,56.0,-3.0,2.0,7.0
M-2006-49,WC-2006,Germany,Sweden,15,75,2,0,0,0,0,26.295,27.871433,54.851353,4.6800003,-3,1,63.0,25.0,11.0,6.0
M-2006-49,WC-2006,Germany,Sweden,30,60,2,1,0,0,0,26.295,27.871433,54.851353,4.6800003,-3,1,63.0,25.0,11.0,6.0
M-2006-49,WC-2006,Germany,Sweden,45,45,2,1,0,0,1,26.295,27.871433,54.851353,4.6800003,-3,1,63.0,25.0,11.0,6.0
M-2006-49,WC-2006,Germany,Sweden,60,30,2,1,1,0,2,25.795,27.477425,59.24995,6.130579,-3,1,63.0,25.0,11.0,6.0
M-2006-49,WC-2006,Germany,Sweden,75,15,2,1,1,2,3,25.795,27.477425,59.24995,6.130579,-3,1,63.0,25.0,11.0,6.0
M-2006-49,WC-2006,Germany,Sweden,90,0,2,1,2,3,3,25.795,27.477425,59.24995,6.130579,-3,1,63.0,25.0,11.0,6.0
M-2006-50,WC-2006,Argentina,Mexico,15,75,0,0,0,0,0,20.656,20.850086,66.54445,8.0899935,-5,1,51.0,-5.0,-3.0,6.0
M-2006-50,WC-2006,Argentina,Mexico,30,60,0,0,0,0,0,20.656,20.850086,66.54445,8.0899935,-5,1,51.0,-5.0,-3.0,6.0
M-2006-50,WC-2006,Argentina,Mexico,45,45,0,0,0,0,1,20.656,20.850086,66.54445,8.0899935,-5,1,51.0,-5.0,-3.0,6.0
M-2006-50,WC-2006,Argentina,Mexico,60,30,0,0,-1,0,1,19.506,19.74891,70.76102,7.386582,-5,1,51.0,-5.0,-3.0,6.0
M-2006-50,WC-2006,Argentina,Mexico,75,15,0,0,0,1,3,19.506,19.74891,70.76102,7.386582,-5,1,51.0,-5.0,-3.0,6.0
M-2006-50,WC-2006,Argentina,Mexico,90,0,0,0,1,3,3,19.506,19.74891,70.76102,7.386582,-5,1,51.0,-5.0,-3.0,6.0
M-2006-51,WC-2006,England,Ecuador,15,75,0,0,0,0,0,30.0655,31.297077,42.441105,5.3999996,29,1,51.0,-3.0,0.0,9.0
M-2006-51,WC-2006,England,Ecuador,30,60,0,0,0,0,0,30.0655,31.297077,42.441105,5.3999996,29,1,51.0,-3.0,0.0,9.0
M-2006-51,WC-2006,England,Ecuador,45,45,0,0,1,0,0,30.0655,31.297077,42.441105,5.3999996,29,1,51.0,-3.0,0.0,9.0
M-2006-51,WC-2006,England,Ecuador,60,30,1,0,1,0,0,29.4155,32.20156,54.25439,4.6938257,29,1,51.0,-3.0,0.0,9.0
M-2006-51,WC-2006,England,Ecuador,75,15,1,0,2,0,2,29.4155,32.20156,54.25439,4.6938257,29,1,51.0,-3.0,0.0,9.0
M-2006-51,WC-2006,England,Ecuador,90,0,1,0,0,3,2,29.4155,32.20156,54.25439,4.6938257,29,1,51.0,-3.0,0.0,9.0
M-2006-52,WC-2006,Portugal,Netherlands,15,75,0,1,2,0,0,24.254,26.610083,72.53708,6.989936,-4,1,51.0,-14.0,-2.0,3.0
M-2006-52,WC-2006,Portugal,Netherlands,30,60,1,1,1,0,0,24.254,26.610083,72.53708,6.989936,-4,1,51.0,-14.0,-2.0,3.0
M-2006-52,WC-2006,Portugal,Netherlands,45,45,1,0,0,1,0,24.254,26.610083,72.53708,6.989936,-4,1,51.0,-14.0,-2.0,3.0
M-2006-52,WC-2006,Portugal,Netherlands,60,30,1,1,-1,2,1,23.154,25.473295,77.745445,7.4128532,-4,1,51.0,-14.0,-2.0,3.0
M-2006-52,WC-2006,Portugal,Netherlands,75,15,1,0,0,2,2,23.154,25.473295,77.745445,7.4128532,-4,1,51.0,-14.0,-2.0,3.0
M-2006-52,WC-2006,Portugal,Netherlands,90,0,1,0,-2,3,3,23.154,25.473295,77.745445,7.4128532,-4,1,51.0,-14.0,-2.0,3.0
M-2006-53,WC-2006,Italy,Australia,15,75,0,0,0,0,0,24.0465,23.034605,51.53953,14.48972,29,1,42.0,2.0,3.0,7.0
M-2006-53,WC-2006,Italy,Australia,30,60,0,0,0,0,0,24.0465,23.034605,51.53953,14.48972,29,1,42.0,2.0,3.0,7.0
M-2006-53,WC-2006,Italy,Australia,45,45,0,0,0,0,0,24.0465,23.034605,51.53953,14.48972,29,1,42.0,2.0,3.0,7.0
M-2006-53,WC-2006,Italy,Australia,60,30,0,-1,1,2,0,23.2465,22.490093,55.508568,13.708391,29,1,42.0,2.0,3.0,7.0
M-2006-53,WC-2006,Italy,Australia,75,15,0,-1,2,3,0,23.2465,22.490093,55.508568,13.708391,29,1,42.0,2.0,3.0,7.0
M-2006-53,WC-2006,Italy,Australia,90,0,1,-1,1,3,1,23.2465,22.490093,55.508568,13.708391,29,1,42.0,2.0,3.0,7.0
M-2006-54,WC-2006,Switzerland,Ukraine,15,75,0,0,0,0,0,19.002,18.767693,74.67024,11.525623,10,0,51.0,-2.0,3.0,-4.0
M-2006-54,WC-2006,Switzerland,Ukraine,30,60,0,0,0,0,0,19.002,18.767693,74.67024,11.525623,10,0,51.0,-2.0,3.0,-4.0
M-2006-54,WC-2006,Switzerland,Ukraine,45,45,0,0,0,1,0,19.002,18.767693,74.67024,11.525623,10,0,51.0,-2.0,3.0,-4.0
M-2006-54,WC-2006,Switzerland,Ukraine,60,30,0,0,-1,1,0,18.202,17.977072,77.99738,11.212135,10,0,51.0,-2.0,3.0,-4.0
M-2006-54,WC-2006,Switzerland,Ukraine,75,15,0,0,-1,2,1,18.202,17.977072,77.99738,11.212135,10,0,51.0,-2.0,3.0,-4.0
M-2006-54,WC-2006,Switzerland,Ukraine,90,0,0,0,-1,2,1,18.202,17.977072,77.99738,11.212135,10,0,51.0,-2.0,3.0,-4.0
M-2006-55,WC-2006,Brazil,Ghana,15,75,1,0,1,0,0,19.671501,18.889828,65.26461,11.808878,47,1,51.0,-9.0,1.0,6.0
M-2006-55,WC-2006,Brazil,Ghana,30,60,1,0,2,0,0,19.671501,18.889828,65.26461,11.808878,47,1,51.0,-9.0,1.0,6.0
M-2006-55,WC-2006,Brazil,Ghana,45,45,2,0,2,0,0,19.671501,18.889828,65.26461,11.808878,47,1,51.0,-9.0,1.0,6.0
M-2006-55,WC-2006,Brazil,Ghana,60,30,2,1,3,1,1,19.021502,18.30561,66.20188,10.44,47,1,51.0,-9.0,1.0,6.0
M-2006-55,WC-2006,Brazil,Ghana,75,15,2,1,3,2,2,19.021502,18.30561,66.20188,10.44,47,1,51.0,-9.0,1.0,6.0
M-2006-55,WC-2006,Brazil,Ghana,90,0,3,1,3,3,2,19.021502,18.30561,66.20188,10.44,47,1,51.0,-9.0,1.0,6.0
M-2006-56,WC-2006,Spain,France,15,75,0,0,0,0,0,17.3785,16.831486,68.977646,7.2,3,0,56.0,0.0,-2.0,-6.0
M-2006-56,WC-2006,Spain,France,30,60,1,0,0,0,0,17.3785,16.831486,68.977646,7.2,3,0,56.0,0.0,-2.0,-6.0
M-2006-56,WC-2006,Spain,France,45,45,0,0,0,0,0,17.3785,16.831486,68.977646,7.2,3,0,56.0,0.0,-2.0,-6.0
M-2006-56,WC-2006,Spain,France,60,30,0,0,0,2,0,16.7785,16.17355,71.411896,7.491114,3,0,56.0,0.0,-2.0,-6.0
M-2006-56,WC-2006,Spain,France,75,15,0,0,1,3,1,16.7785,16.17355,71.411896,7.491114,3,0,56.0,0.0,-2.0,-6.0
M-2006-56,WC-2006,Spain,France,90,0,-2,0,1,3,2,16.7785,16.17355,71.411896,7.491114,3,0,56.0,0.0,-2.0,-6.0
M-2006-58,WC-2006,Italy,Ukraine,15,75,1,0,0,0,0,17.456501,16.63188,66.97045,8.311245,32,1,59.0,-1.0,5.0,10.0
M-2006-58,WC-2006,Italy,Ukraine,30,60,1,0,2,0,1,17.456501,16.63188,66.97045,8.311245,32,1,59.0,-1.0,5.0,10.0
M-2006-58,WC-2006,Italy,Ukraine,45,45,1,0,2,0,2,17.456501,16.63188,66.97045,8.311245,32,1,59.0,-1.0,5.0,10.0
M-2006-58,WC-2006,Italy,Ukraine,60,30,2,0,2,0,2,16.3065,15.548592,72.996056,8.28,32,1,59.0,-1.0,5.0,10.0
M-2006-58,WC-2006,Italy,Ukraine,75,15,3,0,3,2,3,16.3065,15.548592,72.996056,8.28,32,1,59.0,-1.0,5.0,10.0
M-2006-58,WC-2006,Italy,Ukraine,90,0,3,0,3,3,3,16.3065,15.548592,72.996056,8.28,32,1,59.0,-1.0,5.0,10.0
M-2006-57,WC-2006,Germany,Argentina,15,75,0,0,-1,0,0,20.286999,19.065514,50.376835,7.771331,-10,0,47.0,4.0,2.0,7.0
M-2006-57,WC-2006,Germany,Argentina,30,60,0,0,-1,0,0,20.286999,19.065514,50.376835,7.771331,-10,0,47.0,4.0,2.0,7.0
M-2006-57,WC-2006,Germany,Argentina,45,45,0,0,-1,0,0,20.286999,19.065514,50.376835,7.771331,-10,0,47.0,4.0,2.0,7.0
M-2006-57,WC-2006,Germany,Argentina,60,30,-1,0,1,0,0,20.286999,19.161669,51.22809,7.5942073,-10,0,47.0,4.0,2.0,7.0
M-2006-57,WC-2006,Germany,Argentina,75,15,-1,0,1,2,2,20.286999,19.161669,51.22809,7.5942073,-10,0,47.0,4.0,2.0,7.0
M-2006-57,WC-2006,Germany,Argentina,90,0,0,0,2,3,3,20.286999,19.161669,51.22809,7.5942073,-10,0,47.0,4.0,2.0,7.0
