tournament_id,match_id,match_date,stage_name,team_id,team_name,team_code,home_team,away_team,minute_label,minute_regulation,minute_stoppage,minute_total,match_period,player_id_in,family_name_in,given_name_in,shirt_number_in,player_id_out,family_name_out,given_name_out,shirt_number_out
WC-2002,M-2002-55,2002-06-18,round of 16,T-80,Turkey,TUR,0,1,90',90,0,90,second half,P-41133,Mansız,İlhan,17,P-21108,Baştürk,Yıldıray,10
WC-2002,M-2002-56,2002-06-18,round of 16,T-41,Italy,ITA,0,1,61',61,0,61,second half,P-18164,Gattuso,Gennaro,8,P-83836,Del Piero,Alessandro,7
WC-2002,M-2002-56,2002-06-18,round of 16,T-71,Korea Republic,KOR,1,0,63',63,0,63,second half,P-15222,Hwang,Sun-hong,18,P-96267,Kim,Tae-young,7
WC-2002,M-2002-56,2002-06-18,round of 16,T-71,Korea Republic,KOR,1,0,68',68,0,68,second half,P-22338,Lee,Chun-soo,14,P-51785,Kim,Nam-il,5
WC-2002,M-2002-56,2002-06-18,round of 16,T-41,Italy,ITA,0,1,72',72,0,72,second half,P-59777,Di Livio,Angelo,16,P-42227,Zambrotta,Gianluca,19
WC-2002,M-2002-56,2002-06-18,round of 16,T-71,Korea Republic,KOR,1,0,83',83,0,83,second half,P-39884,Cha,Du-ri,16,P-55097,Hong,Myung-bo,20
WC-2002,M-2002-57,2002-06-21,quarter-finals,T-28,England,ENG,1,0,56',56,0,56,second half,P-34406,Dyer,Kieron,23,P-53590,Sinclair,Trevor,4
WC-2002,M-2002-57,2002-06-21,quarter-finals,T-09,Brazil,BRA,0,1,70',70,0,70,second half,P-26695,Edílson,not applicable,20,P-62722,Ronaldo,not applicable,9
WC-2002,M-2002-57,2002-06-21,quarter-finals,T-28,England,ENG,1,0,79',79,0,79,second half,P-00447,Vassell,Darius,20,P-51130,Owen,Michael,10
WC-2002,M-2002-57,2002-06-21,quarter-finals,T-28,England,ENG,1,0,80',80,0,80,second half,P-94825,Sheringham,Teddy,17,P-16557,Cole,Ashley,3
WC-2002,M-2002-58,2002-06-21,quarter-finals,T-83,United States,USA,0,1,58',58,0,58,second half,P-38074,Mathis,Clint,11,P-60597,McBride,Brian,20
WC-2002,M-2002-58,2002-06-21,quarter-finals,T-31,Germany,DEU,1,0,60',60,0,60,second half,P-65108,Jeremies,Jens,16,P-32136,Schneider,Bernd,19
WC-2002,M-2002-58,2002-06-21,quarter-finals,T-83,United States,USA,0,1,65',65,0,65,second half,P-49258,Jones,Cobi,13,P-34695,Hejduk,Frankie,2
WC-2002,M-2002-58,2002-06-21,quarter-finals,T-31,Germany,DEU,1,0,80',80,0,80,second half,P-03026,Bode,Marco,17,P-55504,Neuville,Oliver,7
WC-2002,M-2002-58,2002-06-21,quarter-finals,T-83,United States,USA,0,1,80',80,0,80,second half,P-96178,Stewart,Earnie,8,P-58649,Mastroeni,Pablo,4
WC-2002,M-2002-58,2002-06-21,quarter-finals,T-31,Germany,DEU,1,0,88',88,0,88,second half,P-84534,Bierhoff,Oliver,20,P-27787,Klose,Miroslav,11
WC-2002,M-2002-59,2002-06-22,quarter-finals,T-71,Korea Republic,KOR,0,1,32',32,0,32,first half,P-60562,Lee,Eul-yong,13,P-51785,Kim,Nam-il,5
WC-2002,M-2002-59,2002-06-22,quarter-finals,T-71,Korea Republic,KOR,0,1,60',60,0,60,second half,P-22338,Lee,Chun-soo,14,P-75255,Yoo,Sang-chul,6
WC-2002,M-2002-59,2002-06-22,quarter-finals,T-73,Spain,ESP,1,0,70',70,0,70,second half,P-37161,Mendieta,Gaizka,16,P-24963,de Pedro,Javier,11
WC-2002,M-2002-59,2002-06-22,quarter-finals,T-73,Spain,ESP,1,0,80',80,0,80,second half,P-38878,Enrique,Luis,21,P-76612,Valerón,Juan Carlos,17
WC-2002,M-2002-59,2002-06-22,quarter-finals,T-71,Korea Republic,KOR,0,1,90',90,0,90,second half,P-15222,Hwang,Sun-hong,18,P-96267,Kim,Tae-young,7
WC-2002,M-2002-59,2002-06-22,quarter-finals,T-73,Spain,ESP,1,0,93',93,0,93,"extra time, first half",P-29415,Xavi,not applicable,19,P-20643,Helguera,Iván,4
WC-2002,M-2002-60,2002-06-22,quarter-finals,T-80,Turkey,TUR,0,1,67',67,0,67,second half,P-41133,Mansız,İlhan,17,P-58212,Şükür,Hakan,9
WC-2002,M-2002-60,2002-06-22,quarter-finals,T-80,Turkey,TUR,0,1,91',91,0,91,"extra time, first half",P-37782,Erdem,Arif,6,P-46497,Belözoğlu,Emre,21
WC-2002,M-2002-61,2002-06-25,semi-finals,T-71,Korea Republic,KOR,0,1,54',54,0,54,second half,P-26616,Ahn,Jung-hwan,19,P-15222,Hwang,Sun-hong,18
WC-2002,M-2002-61,2002-06-25,semi-finals,T-71,Korea Republic,KOR,0,1,56',56,0,56,second half,P-66219,Lee,Min-sung,15,P-07865,Choi,Jin-cheul,4
WC-2002,M-2002-61,2002-06-25,semi-finals,T-31,Germany,DEU,1,0,70',70,0,70,second half,P-84534,Bierhoff,Oliver,20,P-27787,Klose,Miroslav,11
WC-2002,M-2002-61,2002-06-25,semi-finals,T-71,Korea Republic,KOR,0,1,80',80,0,80,second half,P-56626,Seol,Ki-hyeon,9,P-55097,Hong,Myung-bo,20
WC-2002,M-2002-61,2002-06-25,semi-finals,T-31,Germany,DEU,1,0,85',85,0,85,second half,P-65108,Jeremies,Jens,16,P-32136,Schneider,Bernd,19
WC-2002,M-2002-61,2002-06-25,semi-finals,T-31,Germany,DEU,1,0,88',88,0,88,second half,P-25543,Asamoah,Gerald,14,P-55504,Neuville,Oliver,7
WC-2002,M-2002-62,2002-06-26,semi-finals,T-80,Turkey,TUR,0,1,62',62,0,62,second half,P-41133,Mansız,İlhan,17,P-46497,Belözoğlu,Emre,21
WC-2002,M-2002-62,2002-06-26,semi-finals,T-09,Brazil,BRA,1,0,68',68,0,68,second half,P-89804,Luizão,not applicable,21,P-62722,Ronaldo,not applicable,9
WC-2002,M-2002-62,2002-06-26,semi-finals,T-80,Turkey,TUR,0,1,74',74,0,74,second half,P-59617,Izzet,Muzzy,13,P-31566,Davala,Ümit,22
WC-2002,M-2002-62,2002-06-26,semi-finals,T-09,Brazil,BRA,1,0,75',75,0,75,second half,P-79146,Denílson,not applicable,17,P-26695,Edílson,not applicable,20
WC-2002,M-2002-62,2002-06-26,semi-finals,T-09,Brazil,BRA,1,0,85',85,0,85,second half,P-93236,Belletti,Juliano,13,P-79283,Kléberson,not applicable,15
WC-2002,M-2002-62,2002-06-26,semi-finals,T-80,Turkey,TUR,0,1,88',88,0,88,second half,P-37782,Erdem,Arif,6,P-21108,Baştürk,Yıldıray,10
WC-2002,M-2002-63,2002-06-29,third-place match,T-80,Turkey,TUR,0,1,41',41,0,41,first half,P-78533,Ünsal,Hakan,20,P-46497,Belözoğlu,Emre,21
WC-2002,M-2002-63,2002-06-29,third-place match,T-71,Korea Republic,KOR,1,0,46',46,0,46,second half,P-96267,Kim,Tae-young,7,P-55097,Hong,Myung-bo,20
WC-2002,M-2002-63,2002-06-29,third-place match,T-71,Korea Republic,KOR,1,0,65',65,0,65,second half,P-39884,Cha,Du-ri,16,P-60562,Lee,Eul-yong,13
WC-2002,M-2002-63,2002-06-29,third-place match,T-80,Turkey,TUR,0,1,76',76,0,76,second half,P-31907,Buruk,Okan,7,P-31566,Davala,Ümit,22
WC-2002,M-2002-63,2002-06-29,third-place match,T-71,Korea Republic,KOR,1,0,79',79,0,79,second half,P-37114,Choi,Tae-uk,8,P-56626,Seol,Ki-hyeon,9
WC-2002,M-2002-63,2002-06-29,third-place match,T-80,Turkey,TUR,0,1,86',86,0,86,second half,P-16859,Havutçu,Tayfur,14,P-21108,Baştürk,Yıldıray,10
WC-2002,M-2002-64,2002-06-30,final,T-31,Germany,DEU,1,0,74',74,0,74,second half,P-84534,Bierhoff,Oliver,20,P-27787,Klose,Miroslav,11
WC-2002,M-2002-64,2002-06-30,final,T-31,Germany,DEU,1,0,77',77,0,77,second half,P-25543,Asamoah,Gerald,14,P-65108,Jeremies,Jens,16
WC-2002,M-2002-64,2002-06-30,final,T-31,Germany,DEU,1,0,84',84,0,84,second half,P-67544,Ziege,Christian,6,P-03026,Bode,Marco,17
WC-2002,M-2002-64,2002-06-30,final,T-09,Brazil,BRA,0,1,85',85,0,85,second half,P-20389,Paulista,Juninho,19,P-57361,Ronaldinho,not applicable,11
WC-2002,M-2002-64,2002-06-30,final,T-09,Brazil,BRA,0,1,90',90,0,90,second half,P-79146,Denílson,not applicable,17,P-62722,Ronaldo,not applicable,9
WC-2006,M-2006-01,2006-06-09,group stage,T-17,Costa Rica,CRI,0,1,66',66,0,66,second half,P-56632,Drummond,Jervis,2,P-32696,Martínez,Gilberto,5
WC-2006,M-2006-01,2006-06-09,group stage,T-31,Germany,DEU,1,0,72',72,0,72,second half,P-51287,Kehl,Sebastian,5,P-08154,Borowski,Tim,18
WC-2006,M-2006-01,2006-06-09,group stage,T-17,Costa Rica,CRI,0,1,78',78,0,78,second half,P-57722,Bolaños,Christian,7,P-26474,Solís,Mauricio,8
WC-2006,M-2006-01,2006-06-09,group stage,T-31,Germany,DEU,1,0,79',79,0,79,second half,P-55504,Neuville,Oliver,10,P-27787,Klose,Miroslav,11
WC-2006,M-2006-01,2006-06-09,group stage,T-31,Germany,DEU,1,0,90'+1',90,1,91,"second half, stoppage time",P-24324,Odonkor,David,22,P-32136,Schneider,Bernd,19
WC-2006,M-2006-01,2006-06-09,group stage,T-17,Costa Rica,CRI,0,1,90'+1',90,1,91,"second half, stoppage time",P-07614,Azofeifa,Randall,14,P-55170,Gómez,Rónald,11
WC-2006,M-2006-02,2006-06-09,group stage,T-25,Ecuador,ECU,0,1,65',65,0,65,second half,P-03128,Kaviedes,Iván,10,P-86943,Tenorio,Carlos,21
WC-2006,M-2006-02,2006-06-09,group stage,T-57,Poland,POL,1,0,67',67,0,67,second half,P-13524,Jeleń,Ireneusz,21,P-05425,Sobolewski,Radosław,7
WC-2006,M-2006-02,2006-06-09,group stage,T-25,Ecuador,ECU,0,1,69',69,0,69,second half,P-72804,Guagua,Jorge,2,P-98031,Hurtado,Iván,3
WC-2006,M-2006-02,2006-06-09,group stage,T-57,Poland,POL,1,0,78',78,0,78,second half,P-24493,Kosowski,Kamil,5,P-49007,Krzynówek,Jacek,8
WC-2006,M-2006-02,2006-06-09,group stage,T-57,Poland,POL,1,0,83',83,0,83,second half,P-67164,Brożek,Paweł,23,P-07088,Żurawski,Maciej,9
WC-2006,M-2006-02,2006-06-09,group stage,T-25,Ecuador,ECU,0,1,83',83,0,83,second half,P-54675,Urrutia,Patricio,6,P-19156,Delgado,Agustín,11
WC-2006,M-2006-03,2006-06-10,group stage,T-55,Paraguay,PRY,0,1,8',8,0,8,first half,P-26126,Bobadilla,Aldo,22,P-94060,Villar,Justo,1
WC-2006,M-2006-03,2006-06-10,group stage,T-28,England,ENG,1,0,56',56,0,56,second half,P-86227,Downing,Stewart,20,P-51130,Owen,Michael,10
WC-2006,M-2006-03,2006-06-10,group stage,T-55,Paraguay,PRY,0,1,68',68,0,68,second half,P-88899,Cuevas,Nelson,23,P-22302,Bonet,Carlos,6
WC-2006,M-2006-03,2006-06-10,group stage,T-55,Paraguay,PRY,0,1,82',82,0,82,second half,P-00429,Núñez,Jorge,2,P-42228,Toledo,Delio,3
WC-2006,M-2006-03,2006-06-10,group stage,T-28,England,ENG,1,0,83',83,0,83,second half,P-61216,Hargreaves,Owen,16,P-37933,Cole,Joe,11
WC-2006,M-2006-04,2006-06-10,group stage,T-78,Trinidad And Tobago,TTO,1,0,52',52,0,52,second half,P-78050,Glen,Cornell,13,P-56282,Samuel,Collin,12
WC-2006,M-2006-04,2006-06-10,group stage,T-74,Sweden,SWE,0,1,62',62,0,62,second half,P-45212,Allbäck,Marcus,20,P-85432,Svensson,Anders,8
WC-2006,M-2006-04,2006-06-10,group stage,T-78,Trinidad And Tobago,TTO,1,0,66',66,0,66,second half,P-77687,Whitley,Aurtis,9,P-22492,Theobald,Densill,18
WC-2006,M-2006-04,2006-06-10,group stage,T-74,Sweden,SWE,0,1,78',78,0,78,second half,P-20557,Jonson,Mattias,18,P-65907,Wilhelmsson,Christian,21
WC-2006,M-2006-04,2006-06-10,group stage,T-74,Sweden,SWE,0,1,78',78,0,78,second half,P-73608,Källström,Kim,16,P-05583,Linderoth,Tobias,6
WC-2006,M-2006-05,2006-06-10,group stage,T-42,Ivory Coast,CIV,0,1,55',55,0,55,second half,P-93241,Dindane,Aruna,15,P-67250,Kalou,Bonaventure,8
WC-2006,M-2006-05,2006-06-10,group stage,T-42,Ivory Coast,CIV,0,1,62',62,0,62,second half,P-64184,Koné,Bakari,14,P-48722,Akalé,Kanga,2
WC-2006,M-2006-05,2006-06-10,group stage,T-03,Argentina,ARG,1,0,64',64,0,64,second half,P-27419,Palacio,Rodrigo,14,P-19888,Crespo,Hernán,9
WC-2006,M-2006-05,2006-06-10,group stage,T-03,Argentina,ARG,1,0,75',75,0,75,second half,P-48161,González,Lucho,22,P-38901,Saviola,Javier,7
WC-2006,M-2006-05,2006-06-10,group stage,T-42,Ivory Coast,CIV,0,1,77',77,0,77,second half,P-14175,Koné,Arouna,9,P-98071,Kader Keïta,Abdul,18
WC-2006,M-2006-05,2006-06-10,group stage,T-03,Argentina,ARG,1,0,90'+3',90,3,93,"second half, stoppage time",P-25906,Aimar,Pablo,16,P-85199,Riquelme,Juan Román,10
WC-2006,M-2006-06,2006-06-11,group stage,T-67,Serbia And Montenegro,SCG,1,0,43',43,0,43,first half,P-50012,Koroman,Ognjen,7,P-64659,Đorđević,Nenad,14
WC-2006,M-2006-06,2006-06-11,group stage,T-67,Serbia And Montenegro,SCG,1,0,46',46,0,46,second half,P-18094,Žigić,Nikola,19,P-48250,Milošević,Savo,9
WC-2006,M-2006-06,2006-06-11,group stage,T-48,Netherlands,NLD,0,1,60',60,0,60,second half,P-18113,Landzaat,Denny,6,P-69700,van Bommel,Mark,18
WC-2006,M-2006-06,2006-06-11,group stage,T-67,Serbia And Montenegro,SCG,1,0,67',67,0,67,second half,P-87039,Ljuboja,Danijel,21,P-37893,Kežman,Mateja,8
WC-2006,M-2006-06,2006-06-11,group stage,T-48,Netherlands,NLD,0,1,69',69,0,69,second half,P-33312,Kuyt,Dirk,7,P-03013,van Nistelrooy,Ruud,9
WC-2006,M-2006-06,2006-06-11,group stage,T-48,Netherlands,NLD,0,1,86',86,0,86,second half,P-46895,Boulahrouz,Khalid,3,P-40197,Mathijsen,Joris,4
WC-2006,M-2006-07,2006-06-11,group stage,T-46,Mexico,MEX,1,0,46',46,0,46,second half,P-30651,Sinha,not applicable,7,P-89297,Torrado,Gerardo,6
WC-2006,M-2006-07,2006-06-11,group stage,T-46,Mexico,MEX,1,0,46',46,0,46,second half,P-17445,Pérez,Luis Ernesto,23,P-73255,Franco,Guillermo,10
WC-2006,M-2006-07,2006-06-11,group stage,T-46,Mexico,MEX,1,0,52',52,0,52,second half,P-89438,Fonseca,Francisco,17,P-81643,Borgetti,Jared,9
WC-2006,M-2006-07,2006-06-11,group stage,T-38,IR Iran,IRN,0,1,62',62,0,62,second half,P-16154,Madanchi,Mehrzad,21,P-16416,Karimi,Ali,8
WC-2006,M-2006-07,2006-06-11,group stage,T-38,IR Iran,IRN,0,1,81',81,0,81,second half,P-13809,Borhani,Arash,15,P-56844,Nosrati,Mohammad,20
WC-2006,M-2006-08,2006-06-11,group stage,T-02,Angola,AGO,1,0,60',60,0,60,second half,P-86226,Mantorras,not applicable,9,P-07482,Akwá,not applicable,10
WC-2006,M-2006-08,2006-06-11,group stage,T-58,Portugal,PRT,0,1,60',60,0,60,second half,P-80908,Costinha,not applicable,6,P-70442,Ronaldo,Cristiano,17
WC-2006,M-2006-08,2006-06-11,group stage,T-02,Angola,AGO,1,0,70',70,0,70,second half,P-13744,Nobre,Edson,13,P-95366,Zé Kalanga,not applicable,17
WC-2006,M-2006-08,2006-06-11,group stage,T-58,Portugal,PRT,0,1,72',72,0,72,second half,P-17581,Maniche,not applicable,18,P-92307,Petit,not applicable,8
WC-2006,M-2006-08,2006-06-11,group stage,T-02,Angola,AGO,1,0,80',80,0,80,second half,P-45235,Miloy,not applicable,6,P-14307,Figueiredo,Paulo,7
WC-2006,M-2006-08,2006-06-11,group stage,T-58,Portugal,PRT,0,1,83',83,0,83,second half,P-83823,Viana,Hugo,10,P-21434,Tiago,not applicable,19
WC-2006,M-2006-09,2006-06-12,group stage,T-04,Australia,AUS,1,0,53',53,0,53,second half,P-44926,Cahill,Tim,4,P-84486,Bresciano,Mark,23
WC-2006,M-2006-09,2006-06-12,group stage,T-44,Japan,JPN,0,1,56',56,0,56,second half,P-65411,Moniwa,Teruyuki,2,P-99888,Tsuboi,Keisuke,19
WC-2006,M-2006-09,2006-06-12,group stage,T-04,Australia,AUS,1,0,61',61,0,61,second half,P-06754,Kennedy,Joshua,19,P-66908,Moore,Craig,3
WC-2006,M-2006-09,2006-06-12,group stage,T-04,Australia,AUS,1,0,75',75,0,75,second half,P-59039,Aloisi,John,15,P-14862,Wilkshire,Luke,20
WC-2006,M-2006-09,2006-06-12,group stage,T-44,Japan,JPN,0,1,79',79,0,79,second half,P-04785,Ono,Shinji,18,P-35882,Yanagisawa,Atsushi,13
WC-2006,M-2006-09,2006-06-12,group stage,T-44,Japan,JPN,0,1,90'+1',90,1,91,"second half, stoppage time",P-10636,Oguro,Masashi,16,P-65411,Moniwa,Teruyuki,2
WC-2006,M-2006-10,2006-06-12,group stage,T-20,Czech Republic,CZE,0,1,45',45,0,45,first half,P-36056,Lokvenc,Vratislav,12,P-81477,Koller,Jan,9
WC-2006,M-2006-10,2006-06-12,group stage,T-83,United States,USA,1,0,46',46,0,46,second half,P-80859,Johnson,Eddie,9,P-77238,Cherundolo,Steve,6
WC-2006,M-2006-10,2006-06-12,group stage,T-83,United States,USA,1,0,46',46,0,46,second half,P-88043,O'Brien,John,5,P-58649,Mastroeni,Pablo,4
WC-2006,M-2006-10,2006-06-12,group stage,T-83,United States,USA,1,0,77',77,0,77,second half,P-78068,Wolff,Josh,16,P-60597,McBride,Brian,20
WC-2006,M-2006-10,2006-06-12,group stage,T-20,Czech Republic,CZE,0,1,82',82,0,82,second half,P-30878,Polák,Jan,19,P-56023,Poborský,Karel,8
WC-2006,M-2006-10,2006-06-12,group stage,T-20,Czech Republic,CZE,0,1,86',86,0,86,second half,P-65749,Štajner,Jiří,17,P-29090,Rosický,Tomáš,10
WC-2006,M-2006-11,2006-06-12,group stage,T-32,Ghana,GHA,0,1,46',46,0,46,second half,P-52437,Shilla,Illiasu,7,P-03949,Pappoe,Emmanuel,6
WC-2006,M-2006-11,2006-06-12,group stage,T-41,Italy,ITA,1,0,56',56,0,56,second half,P-22378,Camoranesi,Mauro,16,P-42038,Totti,Francesco,10
WC-2006,M-2006-11,2006-06-12,group stage,T-41,Italy,ITA,1,0,64',64,0,64,second half,P-38599,Iaquinta,Vincenzo,15,P-48645,Gilardino,Alberto,11
WC-2006,M-2006-11,2006-06-12,group stage,T-32,Ghana,GHA,0,1,68',68,0,68,second half,P-70474,Pimpong,Razak,19,P-79316,Amoah,Matthew,14
WC-2006,M-2006-11,2006-06-12,group stage,T-41,Italy,ITA,1,0,82',82,0,82,second half,P-83836,Del Piero,Alessandro,7,P-96512,Toni,Luca,9
WC-2006,M-2006-11,2006-06-12,group stage,T-32,Ghana,GHA,0,1,89',89,0,89,second half,P-98986,Tachie-Mensah,Alex,12,P-38556,Gyan,Asamoah,3
WC-2006,M-2006-12,2006-06-13,group stage,T-71,Korea Republic,KOR,1,0,46',46,0,46,second half,P-26616,Ahn,Jung-hwan,9,P-76780,Kim,Jin-kyu,6
WC-2006,M-2006-12,2006-06-13,group stage,T-77,Togo,TGO,0,1,55',55,0,55,second half,P-98500,Touré,Assimiou,23,P-22298,Sènaya,Yao Junior,18
WC-2006,M-2006-12,2006-06-13,group stage,T-77,Togo,TGO,0,1,62',62,0,62,second half,P-58731,Forson,Richmond,13,P-00077,Assemoassa,Ludovic,19
WC-2006,M-2006-12,2006-06-13,group stage,T-71,Korea Republic,KOR,1,0,68',68,0,68,second half,P-51785,Kim,Nam-il,5,P-60562,Lee,Eul-yong,13
WC-2006,M-2006-12,2006-06-13,group stage,T-71,Korea Republic,KOR,1,0,83',83,0,83,second half,P-56299,Kim,Sang-sik,18,P-20248,Cho,Jae-jin,19
WC-2006,M-2006-12,2006-06-13,group stage,T-77,Togo,TGO,0,1,86',86,0,86,second half,P-43931,Aziawonou,Yao,6,P-57309,Salifou,Moustapha,7
WC-2006,M-2006-13,2006-06-13,group stage,T-75,Switzerland,CHE,0,1,57',57,0,57,second half,P-35674,Gygax,Daniel,10,P-87221,Streller,Marco,11
WC-2006,M-2006-13,2006-06-13,group stage,T-30,France,FRA,1,0,70',70,0,70,second half,P-48944,Saha,Louis,14,P-55659,Ribéry,Franck,22
WC-2006,M-2006-13,2006-06-13,group stage,T-75,Switzerland,CHE,0,1,75',75,0,75,second half,P-25758,Djourou,Johan,2,P-37656,Müller,Patrick,20
WC-2006,M-2006-13,2006-06-13,group stage,T-75,Switzerland,CHE,0,1,82',82,0,82,second half,P-63929,Margairaz,Xavier,5,P-56006,Wicky,Raphaël,8
WC-2006,M-2006-13,2006-06-13,group stage,T-30,France,FRA,1,0,84',84,0,84,second half,P-51388,Dhorasoo,Vikash,8,P-00916,Wiltord,Sylvain,11
WC-2006,M-2006-14,2006-06-13,group stage,T-18,Croatia,HRV,0,1,41',41,0,41,first half,P-92627,Leko,Jerko,16,P-84378,Kovač,Niko,10
WC-2006,M-2006-14,2006-06-13,group stage,T-18,Croatia,HRV,0,1,56',56,0,56,second half,P-13265,Olić,Ivica,18,P-38099,Klasnić,Ivan,17
WC-2006,M-2006-14,2006-06-13,group stage,T-09,Brazil,BRA,1,0,70',70,0,70,second half,P-13354,Robinho,not applicable,23,P-62722,Ronaldo,not applicable,9
WC-2006,M-2006-15,2006-06-14,group stage,T-81,Ukraine,UKR,0,1,46',46,0,46,second half,P-56584,Shelayev,Oleh,8,P-82307,Husyev,Oleh,9
WC-2006,M-2006-15,2006-06-14,group stage,T-81,Ukraine,UKR,0,1,46',46,0,46,second half,P-58919,Vorobey,Andriy,16,P-47335,Husin,Andriy,14
WC-2006,M-2006-15,2006-06-14,group stage,T-73,Spain,ESP,1,0,55',55,0,55,second half,P-21683,Albelda,David,6,P-73924,Alonso,Xabi,14
WC-2006,M-2006-15,2006-06-14,group stage,T-73,Spain,ESP,1,0,55',55,0,55,second half,P-24556,Raúl,not applicable,7,P-49097,Villa,David,21
WC-2006,M-2006-15,2006-06-14,group stage,T-81,Ukraine,UKR,0,1,63',63,0,63,second half,P-56553,Rebrov,Serhii,11,P-67256,Rotan,Ruslan,21
WC-2006,M-2006-15,2006-06-14,group stage,T-73,Spain,ESP,1,0,77',77,0,77,second half,P-81297,Fàbregas,Cesc,18,P-25905,García,Luis,11
WC-2006,M-2006-16,2006-06-14,group stage,T-79,Tunisia,TUN,1,0,55',55,0,55,second half,P-69034,Nafti,Mehdi,8,P-89154,Bouazizi,Riadh,13
WC-2006,M-2006-16,2006-06-14,group stage,T-63,Saudi Arabia,SAU,0,1,67',67,0,67,second half,P-69611,Mouath,Malek,23,P-20886,Al-Temyat,Nawaf,18
WC-2006,M-2006-16,2006-06-14,group stage,T-79,Tunisia,TUN,1,0,69',69,0,69,second half,P-41620,Ghodhbane,Kaies,10,P-63068,Chedli,Adel,14
WC-2006,M-2006-16,2006-06-14,group stage,T-63,Saudi Arabia,SAU,0,1,74',74,0,74,second half,P-21753,Ameen,Mohammed,7,P-90435,Noor,Mohammed,8
WC-2006,M-2006-16,2006-06-14,group stage,T-79,Tunisia,TUN,1,0,82',82,0,82,second half,P-31347,Essediri,Karim,2,P-27618,Chikhaoui,Yassine,9
WC-2006,M-2006-16,2006-06-14,group stage,T-63,Saudi Arabia,SAU,0,1,82',82,0,82,second half,P-88041,Al-Jaber,Sami,9,P-87114,Al-Qahtani,Yasser,20
WC-2006,M-2006-17,2006-06-14,group stage,T-31,Germany,DEU,1,0,64',64,0,64,second half,P-24324,Odonkor,David,22,P-43481,Friedrich,Arne,3
WC-2006,M-2006-17,2006-06-14,group stage,T-31,Germany,DEU,1,0,71',71,0,71,second half,P-55504,Neuville,Oliver,10,P-36287,Podolski,Lukas,20
WC-2006,M-2006-17,2006-06-14,group stage,T-31,Germany,DEU,1,0,77',77,0,77,second half,P-08154,Borowski,Tim,18,P-43400,Schweinsteiger,Bastian,7
WC-2006,M-2006-17,2006-06-14,group stage,T-57,Poland,POL,0,1,77',77,0,77,second half,P-97704,Lewandowski,Mariusz,18,P-49007,Krzynówek,Jacek,8
WC-2006,M-2006-17,2006-06-14,group stage,T-57,Poland,POL,0,1,83',83,0,83,second half,P-02210,Dudka,Dariusz,17,P-15578,Żewłakow,Michał,14
WC-2006,M-2006-17,2006-06-14,group stage,T-57,Poland,POL,0,1,90'+1',90,1,91,"second half, stoppage time",P-67164,Brożek,Paweł,23,P-13524,Jeleń,Ireneusz,21
WC-2006,M-2006-18,2006-06-15,group stage,T-17,Costa Rica,CRI,0,1,29',29,0,29,first half,P-55781,Saborío,Álvaro,19,P-30163,Fonseca,Danny,6
WC-2006,M-2006-18,2006-06-15,group stage,T-25,Ecuador,ECU,1,0,46',46,0,46,second half,P-03128,Kaviedes,Iván,10,P-86943,Tenorio,Carlos,21
WC-2006,M-2006-18,2006-06-15,group stage,T-17,Costa Rica,CRI,0,1,56',56,0,56,second half,P-13659,Hernández,Carlos,16,P-12856,González,Leonardo,12
WC-2006,M-2006-18,2006-06-15,group stage,T-25,Ecuador,ECU,1,0,69',69,0,69,second half,P-72804,Guagua,Jorge,2,P-06468,Espinoza,Giovanny,17
WC-2006,M-2006-18,2006-06-15,group stage,T-25,Ecuador,ECU,1,0,73',73,0,73,second half,P-54675,Urrutia,Patricio,6,P-49265,Valencia,Antonio,16
WC-2006,M-2006-18,2006-06-15,group stage,T-17,Costa Rica,CRI,0,1,84',84,0,84,second half,P-01674,Bernard,Kurt,13,P-68890,Centeno,Walter,10
WC-2006,M-2006-19,2006-06-15,group stage,T-28,England,ENG,1,0,58',58,0,58,second half,P-99967,Rooney,Wayne,9,P-50944,Carragher,Jamie,15
WC-2006,M-2006-19,2006-06-15,group stage,T-28,England,ENG,1,0,58',58,0,58,second half,P-64864,Lennon,Aaron,19,P-51130,Owen,Michael,10
WC-2006,M-2006-19,2006-06-15,group stage,T-78,Trinidad And Tobago,TTO,0,1,70',70,0,70,second half,P-78050,Glen,Cornell,13,P-33665,Jones,Kenwyne,15
WC-2006,M-2006-19,2006-06-15,group stage,T-28,England,ENG,1,0,74',74,0,74,second half,P-86227,Downing,Stewart,20,P-37933,Cole,Joe,11
WC-2006,M-2006-19,2006-06-15,group stage,T-78,Trinidad And Tobago,TTO,0,1,85',85,0,85,second half,P-03524,Wise,Evans,16,P-22492,Theobald,Densill,18
WC-2006,M-2006-20,2006-06-15,group stage,T-74,Sweden,SWE,1,0,46',46,0,46,second half,P-45212,Allbäck,Marcus,20,P-80105,Ibrahimović,Zlatan,10
WC-2006,M-2006-20,2006-06-15,group stage,T-55,Paraguay,PRY,0,1,62',62,0,62,second half,P-35595,dos Santos,Julio,19,P-78654,Riveros,Cristian,16
WC-2006,M-2006-20,2006-06-15,group stage,T-55,Paraguay,PRY,0,1,63',63,0,63,second half,P-99403,López,Dante,20,P-34530,Santa Cruz,Roque,9
WC-2006,M-2006-20,2006-06-15,group stage,T-74,Sweden,SWE,1,0,68',68,0,68,second half,P-20557,Jonson,Mattias,18,P-65907,Wilhelmsson,Christian,21
